Teenage Birth Rates,Mean Parent Income,School Expenditure/Student,Teacher-Student Ratio,Test Score Percentile,HS Dropout Rate
0.149,61600.0,6.202999999999999,14.2,4.168,-0.022000000000000002
0.067,70800.0,6.047999999999999,14.1,6.525,-0.027000000000000003
0.114,60200.0,6.047999999999999,14.1,6.525,-0.027000000000000003
0.113,60800.0,6.047999999999999,14.1,6.525,-0.027000000000000003
0.09,69600.0,5.944,16.5,2.004,0.0
0.067,122100.0,5.944,16.5,2.004,0.0
0.16399999999999998,67000.0,5.944,16.5,2.004,0.0
0.166,78500.0,5.944,16.5,2.004,0.0
0.084,64500.0,5.944,16.5,2.004,0.0
0.10400000000000001,80500.0,5.795,14.2,5.24,-0.026000000000000002
0.11599999999999999,61100.0,5.795,14.2,5.24,-0.026000000000000002
0.081,68200.0,5.795,14.2,5.24,-0.026000000000000002
0.115,63200.0,5.795,14.2,5.24,-0.026000000000000002
0.084,73400.0,5.926,14.8,10.219,-0.025
0.09300000000000001,69100.0,5.926,14.8,10.219,-0.025
0.091,57700.0,5.926,14.8,10.219,-0.025
0.10300000000000001,65500.0,5.926,14.8,10.219,-0.025
0.057,74300.0,5.926,14.8,10.219,-0.025
0.16399999999999998,59500.0,6.49,13.4,4.511,-0.018000000000000002
0.17800000000000002,47900.0,6.49,13.4,4.511,-0.018000000000000002
,,6.49,13.4,4.511,-0.018000000000000002
0.122,68800.0,6.49,13.4,4.511,-0.018000000000000002
0.084,81300.0,6.271,14.6,9.503,-0.033
0.085,88700.0,6.271,14.6,9.503,-0.033
0.073,63100.0,6.271,14.6,9.503,-0.033
0.079,67000.0,6.271,14.6,9.503,-0.033
0.125,74400.0,6.098,15.4,5.2010000000000005,-0.006
0.087,64200.0,6.098,15.4,5.2010000000000005,-0.006
0.109,57400.0,6.09,15.6,3.07,-0.01
0.085,111200.0,6.09,15.6,3.07,-0.01
0.12300000000000001,60000.0,6.09,15.6,3.07,-0.01
0.11,65400.0,6.09,15.6,3.07,-0.01
0.10099999999999999,79700.0,6.09,15.6,3.07,-0.01
0.125,56600.0,6.09,15.6,3.07,-0.01
0.11599999999999999,54600.0,6.09,15.6,3.07,-0.01
0.16699999999999998,67800.0,6.09,15.6,3.07,-0.01
0.11,59700.0,7.665,15.3,9.026,-0.013000000000000001
0.077,60900.0,7.665,15.3,9.026,-0.013000000000000001
0.10800000000000001,71200.0,7.665,15.3,9.026,-0.013000000000000001
0.14300000000000002,73700.0,5.982,14.5,3.677,-0.027999999999999997
0.107,64500.0,5.982,14.5,3.677,-0.027999999999999997
0.10800000000000001,64900.0,6.172999999999999,16.6,-0.627,0.012
0.11199999999999999,109500.0,6.172999999999999,16.6,-0.627,0.012
0.145,74200.0,6.172999999999999,16.6,-0.627,0.012
0.122,79500.0,6.172999999999999,16.6,-0.627,0.012
0.091,78700.0,6.172999999999999,16.6,-0.627,0.012
0.132,118600.0,6.172999999999999,16.6,-0.627,0.012
0.10400000000000001,89600.0,6.172999999999999,16.6,-0.627,0.012
0.08900000000000001,71400.0,6.172999999999999,16.6,-0.627,0.012
0.07200000000000001,85400.0,6.172999999999999,16.6,-0.627,0.012
0.133,85300.0,6.155,15.4,-1.6019999999999999,-0.015
0.154,77200.0,6.155,15.4,-1.6019999999999999,-0.015
0.11599999999999999,77900.0,6.155,15.4,-1.6019999999999999,-0.015
0.14,66900.0,6.155,15.4,-1.6019999999999999,-0.015
0.087,61200.0,6.002999999999999,14.9,10.514000000000001,-0.031
0.113,65200.0,6.002999999999999,14.9,10.514000000000001,-0.031
0.067,86700.0,6.002999999999999,14.9,10.514000000000001,-0.031
0.14,63100.0,5.6129999999999995,15.9,-0.747,0.003
0.08800000000000001,73500.0,5.6129999999999995,15.9,-0.747,0.003
0.153,84900.0,5.6129999999999995,15.9,-0.747,0.003
0.183,67700.0,5.6129999999999995,15.9,-0.747,0.003
0.092,64300.0,5.6129999999999995,15.9,-0.747,0.003
0.069,67500.0,5.6129999999999995,15.9,-0.747,0.003
0.12,100400.0,5.6129999999999995,15.9,-0.747,0.003
0.107,59600.0,6.848,15.9,8.616,-0.018000000000000002
0.09,61000.0,6.848,15.9,8.616,-0.018000000000000002
0.095,62200.0,6.848,15.9,8.616,-0.018000000000000002
0.079,61900.0,6.848,15.9,8.616,-0.018000000000000002
0.1,69400.0,6.848,15.9,8.616,-0.018000000000000002
0.17800000000000002,58600.0,6.182,14.9,5.142,-0.017
0.17,57700.0,6.182,14.9,5.142,-0.017
0.177,65400.0,6.182,14.9,5.142,-0.017
,,6.182,14.9,5.142,-0.017
0.17600000000000002,67800.0,6.836,16.0,6.202999999999999,0.0
0.126,78200.0,6.836,16.0,6.202999999999999,0.0
0.11,55600.0,6.334,13.7,10.642999999999999,-0.027000000000000003
,,6.334,13.7,10.642999999999999,-0.027000000000000003
0.121,76100.0,6.334,13.7,10.642999999999999,-0.027000000000000003
0.14300000000000002,64500.0,6.736000000000001,14.1,9.964,-0.009000000000000001
,,6.736000000000001,14.1,9.964,-0.009000000000000001
0.139,61900.0,6.736000000000001,14.1,9.964,-0.009000000000000001
,,6.736000000000001,14.1,9.964,-0.009000000000000001
,,6.736000000000001,14.1,9.964,-0.009000000000000001
0.187,59800.0,4.965,16.8,1.806,0.006
0.19899999999999998,58200.0,4.965,16.8,1.806,0.006
0.154,61900.0,4.965,16.8,1.806,0.006
0.20199999999999999,69000.0,4.965,16.8,1.806,0.006
0.20800000000000002,54700.0,4.965,16.8,1.806,0.006
0.218,46600.0,4.965,16.8,1.806,0.006
0.174,56700.0,6.534,14.3,15.663,-0.025
0.053,70300.0,6.534,14.3,15.663,-0.025
0.14300000000000002,85700.0,6.149,17.4,-2.99,0.01
0.139,61900.0,6.149,17.4,-2.99,0.01
0.142,68000.0,6.149,17.4,-2.99,0.01
0.17600000000000002,94600.0,6.149,17.4,-2.99,0.01
0.179,77000.0,6.149,17.4,-2.99,0.01
,,8.783999999999999,14.9,1.357,-0.023
0.126,70300.0,8.783999999999999,14.9,1.357,-0.023
0.16399999999999998,69400.0,8.783999999999999,14.9,1.357,-0.023
,,6.473,14.9,4.974,-0.017
0.19,69200.0,6.473,14.9,4.974,-0.017
,,6.473,14.9,4.974,-0.017
0.179,66100.0,6.473,14.9,4.974,-0.017
,,7.904,12.6,,
,,7.904,12.6,,
,,5.524,16.4,-4.287,-0.022000000000000002
0.20800000000000002,67800.0,5.524,16.4,-4.287,-0.022000000000000002
0.11199999999999999,67300.0,5.524,16.4,-4.287,-0.022000000000000002
,,5.524,16.4,-4.287,-0.022000000000000002
0.128,63300.0,6.102,15.6,14.005999999999998,-0.023
0.139,65300.0,6.102,15.6,14.005999999999998,-0.023
0.223,53600.0,6.102,15.6,14.005999999999998,-0.023
0.095,68700.0,6.102,15.6,14.005999999999998,-0.023
0.126,68700.0,6.102,15.6,14.005999999999998,-0.023
0.094,81300.0,6.102,15.6,14.005999999999998,-0.023
0.11800000000000001,66600.0,7.398,12.2,9.956,-0.034
,,7.398,12.2,9.956,-0.034
0.12,57900.0,7.398,12.2,9.956,-0.034
,,10.5,9.6,,
,,7.4,11.2,15.591,-0.035
,,7.4,11.2,15.591,-0.035
0.161,59100.0,5.093,14.9,-0.5670000000000001,-0.015
0.132,94600.0,5.093,14.9,-0.5670000000000001,-0.015
0.205,62300.0,5.093,14.9,-0.5670000000000001,-0.015
0.161,59800.0,5.093,14.9,-0.5670000000000001,-0.015
0.141,68000.0,5.093,14.9,-0.5670000000000001,-0.015
0.184,47300.0,5.093,14.9,-0.5670000000000001,-0.015
0.16,55200.0,5.093,14.9,-0.5670000000000001,-0.015
0.102,92100.0,6.66,16.4,4.064,-0.006
0.124,60600.0,6.66,16.4,4.064,-0.006
0.125,66900.0,6.66,16.4,4.064,-0.006
0.16,61400.0,6.66,16.4,4.064,-0.006
0.161,85900.0,6.66,16.4,4.064,-0.006
0.122,62900.0,6.66,16.4,4.064,-0.006
0.09,79200.0,6.468,13.1,17.463,-0.012
0.153,55900.0,6.468,13.1,17.463,-0.012
,,6.468,13.1,17.463,-0.012
0.129,67300.0,6.077999999999999,14.6,9.217,-0.008
0.16699999999999998,74100.0,6.077999999999999,14.6,9.217,-0.008
0.14300000000000002,62200.0,6.077999999999999,14.6,9.217,-0.008
0.251,70300.0,6.504,16.5,-1.545,-0.004
,,6.504,16.5,-1.545,-0.004
,,6.504,16.5,-1.545,-0.004
,,6.504,16.5,-1.545,-0.004
,,7.702999999999999,11.7,9.677999999999999,-0.025
,,7.702999999999999,11.7,9.677999999999999,-0.025
,,7.702999999999999,11.7,9.677999999999999,-0.025
0.11699999999999999,67200.0,7.702999999999999,11.7,9.677999999999999,-0.025
,,7.61,12.0,8.363,-0.017
0.121,59100.0,7.61,12.0,8.363,-0.017
0.255,67700.0,9.888,13.8,-3.071,-0.025
,,9.888,13.8,-3.071,-0.025
0.23,76500.0,9.888,13.8,-3.071,-0.025
,,6.577000000000001,13.5,15.347999999999999,-0.034
0.102,69300.0,6.577000000000001,13.5,15.347999999999999,-0.034
,,6.577000000000001,13.5,15.347999999999999,-0.034
0.154,77400.0,7.414,15.3,14.538,-0.022000000000000002
0.114,74300.0,7.414,15.3,14.538,-0.022000000000000002
0.127,64800.0,7.414,15.3,14.538,-0.022000000000000002
0.067,159400.0,6.45,16.2,-0.787,0.004
0.185,58400.0,6.45,16.2,-0.787,0.004
0.135,76200.0,6.45,16.2,-0.787,0.004
0.257,58200.0,6.45,16.2,-0.787,0.004
0.17600000000000002,57400.0,6.45,16.2,-0.787,0.004
0.142,79400.0,6.45,16.2,-0.787,0.004
0.128,91100.0,6.45,16.2,-0.787,0.004
0.191,76600.0,6.45,16.2,-0.787,0.004
0.133,64400.0,6.45,16.2,-0.787,0.004
0.161,64300.0,6.45,16.2,-0.787,0.004
0.083,108900.0,6.45,16.2,-0.787,0.004
0.182,68800.0,6.45,16.2,-0.787,0.004
0.177,58700.0,5.039,16.3,1.5130000000000001,-0.006999999999999999
0.207,58700.0,5.039,16.3,1.5130000000000001,-0.006999999999999999
0.155,60000.0,5.039,16.3,1.5130000000000001,-0.006999999999999999
0.18899999999999997,54000.0,5.039,16.3,1.5130000000000001,-0.006999999999999999
0.21600000000000003,51200.0,5.039,16.3,1.5130000000000001,-0.006999999999999999
0.152,83400.0,5.039,16.3,1.5130000000000001,-0.006999999999999999
,,8.285,10.9,10.459000000000001,-0.019
,,8.285,10.9,10.459000000000001,-0.019
,,5.877999999999999,15.7,6.971,-0.021
0.135,60900.0,5.877999999999999,15.7,6.971,-0.021
0.17300000000000001,79500.0,5.877999999999999,15.7,6.971,-0.021
0.096,70700.0,7.199,12.2,20.070999999999998,-0.027999999999999997
0.09699999999999999,55000.0,7.199,12.2,20.070999999999998,-0.027999999999999997
,,5.555,15.5,-8.461,0.023
0.253,69300.0,5.555,15.5,-8.461,0.023
0.153,63700.0,5.555,15.5,-8.461,0.023
0.069,60800.0,7.754,12.3,14.946,-0.023
,,7.754,12.3,14.946,-0.023
,,6.397,14.7,0.488,-0.016
,,6.397,14.7,0.488,-0.016
0.21899999999999997,62800.0,6.397,14.7,0.488,-0.016
,,6.397,14.7,0.488,-0.016
0.08199999999999999,55700.0,6.952000000000001,11.7,17.097,-0.024
0.127,57300.0,8.507,11.9,15.222000000000001,-0.03
,,8.507,11.9,15.222000000000001,-0.03
0.177,62300.0,6.5920000000000005,13.6,-2.205,-0.035
,,6.5920000000000005,13.6,-2.205,-0.035
0.218,43400.0,5.746,15.5,0.8190000000000001,0.006
0.183,41100.0,5.746,15.5,0.8190000000000001,0.006
0.20800000000000002,46000.0,5.746,15.5,0.8190000000000001,0.006
0.17800000000000002,44800.0,5.746,15.5,0.8190000000000001,0.006
0.184,54600.0,5.746,15.5,0.8190000000000001,0.006
0.187,53400.0,5.925,17.3,3.097,-0.008
0.23399999999999999,43500.0,5.925,17.3,3.097,-0.008
0.209,58700.0,5.925,17.3,3.097,-0.008
0.24100000000000002,60400.0,5.925,17.3,3.097,-0.008
0.168,77700.0,5.925,17.3,3.097,-0.008
0.155,72900.0,5.984,16.6,-3.656,0.015
0.151,66100.0,5.984,16.6,-3.656,0.015
0.17,66600.0,5.984,16.6,-3.656,0.015
0.154,101100.0,5.984,16.6,-3.656,0.015
0.166,72700.0,5.984,16.6,-3.656,0.015
0.175,63100.0,5.984,16.6,-3.656,0.015
0.14800000000000002,79400.0,5.984,16.6,-3.656,0.015
0.233,45300.0,5.984,16.6,-3.656,0.015
0.19699999999999998,51700.0,5.984,16.6,-3.656,0.015
0.262,44400.0,5.984,16.6,-3.656,0.015
,,5.984,16.6,-3.656,0.015
0.19,81400.0,5.984,16.6,-3.656,0.015
0.134,90700.0,5.984,16.6,-3.656,0.015
0.17600000000000002,61700.0,5.62,15.4,-1.207,-0.006
,,5.62,15.4,-1.207,-0.006
0.209,42900.0,5.62,15.4,-1.207,-0.006
0.193,40300.0,5.62,15.4,-1.207,-0.006
0.177,57000.0,5.62,15.4,-1.207,-0.006
,,5.62,15.4,-1.207,-0.006
0.207,43100.0,5.556,15.8,-6.92,0.013999999999999999
,,5.556,15.8,-6.92,0.013999999999999999
0.196,61600.0,5.556,15.8,-6.92,0.013999999999999999
0.179,44900.0,5.614,15.1,-9.315,-0.005
0.215,45400.0,5.614,15.1,-9.315,-0.005
,,5.614,15.1,-9.315,-0.005
0.127,102000.0,6.242999999999999,19.1,5.432,-0.015
0.14800000000000002,85000.0,6.242999999999999,19.1,5.432,-0.015
,,6.242999999999999,19.1,5.432,-0.015
0.221,60400.0,6.242999999999999,19.1,5.432,-0.015
0.157,96600.0,6.242999999999999,19.1,5.432,-0.015
0.18899999999999997,60700.0,6.242999999999999,19.1,5.432,-0.015
0.20199999999999999,46700.0,6.242999999999999,19.1,5.432,-0.015
0.179,54800.0,6.242999999999999,19.1,5.432,-0.015
0.154,88400.0,6.242999999999999,19.1,5.432,-0.015
0.131,84500.0,6.242999999999999,19.1,5.432,-0.015
0.16899999999999998,103400.0,6.242999999999999,19.1,5.432,-0.015
0.10300000000000001,94400.0,6.242999999999999,19.1,5.432,-0.015
0.147,83100.0,6.436,16.5,-2.126,0.001
0.16,48200.0,6.436,16.5,-2.126,0.001
,,6.436,16.5,-2.126,0.001
0.162,64200.0,6.436,16.5,-2.126,0.001
0.157,55500.0,6.436,16.5,-2.126,0.001
0.18100000000000002,52500.0,6.436,16.5,-2.126,0.001
0.16399999999999998,74700.0,6.436,16.5,-2.126,0.001
0.172,52900.0,6.436,16.5,-2.126,0.001
0.171,69800.0,5.847,16.0,-3.142,0.009000000000000001
0.149,54200.0,5.847,16.0,-3.142,0.009000000000000001
0.23399999999999999,47200.0,5.847,16.0,-3.142,0.009000000000000001
0.184,61000.0,5.847,16.0,-3.142,0.009000000000000001
0.17800000000000002,51800.0,6.08,16.3,-3.84,-0.005
0.17,47900.0,6.08,16.3,-3.84,-0.005
0.21899999999999997,39600.0,6.08,16.3,-3.84,-0.005
0.168,72600.0,6.08,16.3,-3.84,-0.005
0.17600000000000002,45300.0,6.784,14.8,-5.5520000000000005,0.03
,,6.784,14.8,-5.5520000000000005,0.03
0.16,42500.0,6.784,14.8,-5.5520000000000005,0.03
,,6.784,14.8,-5.5520000000000005,0.03
0.201,36900.0,6.784,14.8,-5.5520000000000005,0.03
0.177,56600.0,5.676,18.0,-1.755,-0.006
0.205,49000.0,5.676,18.0,-1.755,-0.006
0.175,65700.0,5.676,18.0,-1.755,-0.006
0.165,57100.0,5.676,18.0,-1.755,-0.006
0.17300000000000001,59300.0,5.676,18.0,-1.755,-0.006
0.226,50700.0,6.026,16.7,9.696,-0.015
0.16899999999999998,74900.0,6.026,16.7,9.696,-0.015
0.201,64900.0,6.026,16.7,9.696,-0.015
0.205,56500.0,6.026,16.7,9.696,-0.015
0.204,55800.0,6.026,16.7,9.696,-0.015
0.215,48400.0,6.026,16.7,9.696,-0.015
0.18100000000000002,54800.0,5.944,17.2,-2.106,0.001
0.22,60600.0,5.944,17.2,-2.106,0.001
0.192,71600.0,5.944,17.2,-2.106,0.001
0.192,65100.0,5.944,17.2,-2.106,0.001
,,5.944,17.2,-2.106,0.001
0.179,66200.0,5.944,17.2,-2.106,0.001
0.203,58900.0,5.944,17.2,-2.106,0.001
0.14300000000000002,73000.0,6.148,15.8,2.752,-0.022000000000000002
0.233,58600.0,5.297999999999999,17.3,-0.633,-0.004
0.196,51600.0,5.297999999999999,17.3,-0.633,-0.004
0.195,57700.0,5.297999999999999,17.3,-0.633,-0.004
0.24600000000000002,58900.0,5.297999999999999,17.3,-0.633,-0.004
0.18899999999999997,63500.0,5.297999999999999,17.3,-0.633,-0.004
0.163,49700.0,5.297999999999999,17.3,-0.633,-0.004
0.184,43400.0,6.015,16.7,-2.237,0.016
0.258,38700.0,6.015,16.7,-2.237,0.016
0.182,63800.0,6.015,16.7,-2.237,0.016
0.20800000000000002,50300.0,6.015,16.7,-2.237,0.016
0.257,38300.0,5.814,16.6,-2.443,0.01
0.21600000000000003,37200.0,5.814,16.6,-2.443,0.01
0.192,56600.0,5.814,16.6,-2.443,0.01
0.196,41300.0,5.814,16.6,-2.443,0.01
0.21100000000000002,42800.0,5.814,16.6,-2.443,0.01
0.203,41100.0,5.932,15.9,-0.157,-0.003
0.191,36900.0,5.932,15.9,-0.157,-0.003
0.18600000000000003,64900.0,5.932,15.9,-0.157,-0.003
0.218,41000.0,5.932,15.9,-0.157,-0.003
0.157,54700.0,6.46,15.4,-2.262,0.001
0.175,53700.0,6.46,15.4,-2.262,0.001
0.13,48200.0,6.46,15.4,-2.262,0.001
0.209,41500.0,6.46,15.4,-2.262,0.001
0.161,44200.0,6.46,15.4,-2.262,0.001
0.156,57600.0,6.46,15.4,-2.262,0.001
0.17,53000.0,6.46,15.4,-2.262,0.001
0.195,54000.0,5.136,14.9,3.748,-0.009000000000000001
0.179,61400.0,5.136,14.9,3.748,-0.009000000000000001
,,5.136,14.9,3.748,-0.009000000000000001
0.21600000000000003,65400.0,5.136,14.9,3.748,-0.009000000000000001
0.183,61500.0,5.136,14.9,3.748,-0.009000000000000001
0.195,46000.0,6.442,15.2,-7.906000000000001,0.01
0.154,49700.0,6.442,15.2,-7.906000000000001,0.01
0.14300000000000002,45600.0,6.442,15.2,-7.906000000000001,0.01
0.161,50600.0,6.442,15.2,-7.906000000000001,0.01
0.141,56100.0,6.442,15.2,-7.906000000000001,0.01
0.17800000000000002,51500.0,6.317,18.2,-1.755,-0.002
0.156,73100.0,6.317,18.2,-1.755,-0.002
0.134,58400.0,6.317,18.2,-1.755,-0.002
0.21,50500.0,4.335,17.0,-6.928,0.031
0.245,51400.0,4.335,17.0,-6.928,0.031
0.215,66000.0,4.335,17.0,-6.928,0.031
0.16399999999999998,89900.0,4.335,17.0,-6.928,0.031
0.235,53600.0,4.335,17.0,-6.928,0.031
0.221,51000.0,4.335,17.0,-6.928,0.031
0.191,60000.0,4.335,17.0,-6.928,0.031
0.257,48900.0,4.854,16.3,-1.3940000000000001,0.013999999999999999
0.217,59200.0,4.854,16.3,-1.3940000000000001,0.013999999999999999
0.201,72800.0,4.854,16.3,-1.3940000000000001,0.013999999999999999
0.264,70500.0,4.854,16.3,-1.3940000000000001,0.013999999999999999
0.205,57600.0,4.854,16.3,-1.3940000000000001,0.013999999999999999
0.21,51500.0,4.854,16.3,-1.3940000000000001,0.013999999999999999
0.182,71000.0,4.793,17.1,-11.033,0.040999999999999995
0.16399999999999998,81700.0,4.793,17.1,-11.033,0.040999999999999995
0.23199999999999998,55600.0,4.793,17.1,-11.033,0.040999999999999995
0.221,53800.0,4.793,17.1,-11.033,0.040999999999999995
0.17600000000000002,62500.0,4.793,17.1,-11.033,0.040999999999999995
0.228,58800.0,4.793,17.1,-11.033,0.040999999999999995
0.24600000000000002,39000.0,4.793,17.1,-11.033,0.040999999999999995
0.188,52400.0,4.793,17.1,-11.033,0.040999999999999995
0.185,61300.0,4.793,17.1,-11.033,0.040999999999999995
0.16699999999999998,66900.0,4.793,17.1,-11.033,0.040999999999999995
0.185,53200.0,4.086,17.0,-11.857000000000001,0.038
0.185,66800.0,4.086,17.0,-11.857000000000001,0.038
0.22399999999999998,57700.0,4.086,17.0,-11.857000000000001,0.038
0.22,70200.0,4.086,17.0,-11.857000000000001,0.038
0.231,48800.0,4.587,16.9,-6.212999999999999,0.042
0.267,48500.0,4.587,16.9,-6.212999999999999,0.042
0.23199999999999998,61600.0,4.587,16.9,-6.212999999999999,0.042
0.239,43500.0,4.655,17.4,-12.555,0.049
0.177,70000.0,4.655,17.4,-12.555,0.049
0.222,64100.0,4.655,17.4,-12.555,0.049
0.193,47100.0,4.655,17.4,-12.555,0.049
0.23399999999999999,46200.0,4.655,17.4,-12.555,0.049
0.258,47200.0,4.655,17.4,-12.555,0.049
0.233,46100.0,4.655,17.4,-12.555,0.049
0.20800000000000002,48700.0,4.655,17.4,-12.555,0.049
0.223,51100.0,4.623,17.0,-6.315,0.046
0.252,39800.0,4.623,17.0,-6.315,0.046
0.243,44700.0,4.623,17.0,-6.315,0.046
0.193,64500.0,4.623,17.0,-6.315,0.046
0.249,44100.0,4.623,17.0,-6.315,0.046
0.21,57700.0,4.623,17.0,-6.315,0.046
0.268,42200.0,4.508,16.4,1.4469999999999998,0.013999999999999999
0.225,55100.0,4.508,16.4,1.4469999999999998,0.013999999999999999
0.248,42400.0,4.645,18.6,-19.332,0.012
0.29600000000000004,36600.0,4.645,18.6,-19.332,0.012
0.21899999999999997,58400.0,4.645,18.6,-19.332,0.012
0.247,42800.0,4.645,18.6,-19.332,0.012
0.282,33500.0,4.4,16.2,-5.4510000000000005,0.055
0.21600000000000003,40400.0,4.4,16.2,-5.4510000000000005,0.055
0.205,55100.0,4.638999999999999,15.5,-4.971,0.02
0.182,67100.0,4.638999999999999,15.5,-4.971,0.02
0.22399999999999998,50600.0,4.638999999999999,15.5,-4.971,0.02
0.162,76300.0,5.098,17.6,-10.714,0.053
0.22399999999999998,57800.0,5.098,17.6,-10.714,0.053
0.19899999999999998,65700.0,5.098,17.6,-10.714,0.053
0.154,62900.0,5.098,17.6,-10.714,0.053
0.161,77100.0,5.098,17.6,-10.714,0.053
0.17,60400.0,5.098,17.6,-10.714,0.053
0.18600000000000003,62400.0,5.098,17.6,-10.714,0.053
0.128,93500.0,5.098,17.6,-10.714,0.053
0.23,45400.0,5.098,17.6,-10.714,0.053
0.256,38400.0,4.492,18.3,-18.28,0.03
0.272,35300.0,4.492,18.3,-18.28,0.03
0.201,35500.0,4.492,18.3,-18.28,0.03
0.226,63100.0,4.492,18.3,-18.28,0.03
0.247,50700.0,4.458,16.0,-9.206,0.027000000000000003
0.115,66500.0,6.85,15.9,2.793,-0.009000000000000001
0.075,109300.0,6.85,15.9,2.793,-0.009000000000000001
0.087,61600.0,6.85,15.9,2.793,-0.009000000000000001
0.085,71800.0,6.85,15.9,2.793,-0.009000000000000001
0.105,63300.0,6.85,15.9,2.793,-0.009000000000000001
0.113,56500.0,6.85,15.9,2.793,-0.009000000000000001
0.10300000000000001,70600.0,6.85,15.9,2.793,-0.009000000000000001
0.136,55800.0,6.85,15.9,2.793,-0.009000000000000001
0.098,57500.0,6.8229999999999995,15.7,3.045,-0.027000000000000003
0.086,66100.0,6.669,15.7,3.767,-0.006999999999999999
0.105,70200.0,6.669,15.7,3.767,-0.006999999999999999
0.10099999999999999,67500.0,6.669,15.7,3.767,-0.006999999999999999
0.121,54900.0,6.669,15.7,3.767,-0.006999999999999999
0.125,55000.0,6.669,15.7,3.767,-0.006999999999999999
0.11699999999999999,49200.0,7.9879999999999995,13.7,4.963,-0.009000000000000001
0.085,77700.0,6.546,16.8,3.63,0.017
0.10099999999999999,82400.0,6.546,16.8,3.63,0.017
0.07,72600.0,6.546,16.8,3.63,0.017
0.079,114900.0,6.546,16.8,3.63,0.017
0.083,91600.0,6.546,16.8,3.63,0.017
0.062,109600.0,6.546,16.8,3.63,0.017
0.09699999999999999,82800.0,6.546,16.8,3.63,0.017
0.146,73100.0,6.553,16.0,-2.043,-0.006
0.13,62200.0,6.553,16.0,-2.043,-0.006
0.16,52800.0,6.553,16.0,-2.043,-0.006
0.15,52000.0,6.553,16.0,-2.043,-0.006
0.14,54500.0,6.553,16.0,-2.043,-0.006
0.125,105600.0,6.872000000000001,18.0,-2.44,0.017
0.121,110400.0,6.872000000000001,18.0,-2.44,0.017
0.077,97400.0,6.872000000000001,18.0,-2.44,0.017
0.09699999999999999,97200.0,6.872000000000001,18.0,-2.44,0.017
0.057999999999999996,151500.0,6.872000000000001,18.0,-2.44,0.017
0.266,58800.0,6.872000000000001,18.0,-2.44,0.017
0.177,58800.0,6.562,17.7,0.006,-0.001
0.207,55800.0,6.562,17.7,0.006,-0.001
0.136,79600.0,6.562,17.7,0.006,-0.001
0.125,93100.0,6.562,17.7,0.006,-0.001
0.13,100500.0,6.562,17.7,0.006,-0.001
0.158,73800.0,6.287999999999999,17.4,1.236,0.006999999999999999
0.132,75200.0,6.287999999999999,17.4,1.236,0.006999999999999999
0.121,57300.0,6.287999999999999,17.4,1.236,0.006999999999999999
0.195,64800.0,6.287999999999999,17.4,1.236,0.006999999999999999
0.14400000000000002,73100.0,6.287999999999999,17.4,1.236,0.006999999999999999
0.188,55500.0,6.287999999999999,17.4,1.236,0.006999999999999999
0.059000000000000004,93100.0,7.89,,4.084,0.001
0.084,123100.0,7.89,,4.084,0.001
0.048,164700.0,7.89,,4.084,0.001
0.036000000000000004,168400.0,7.89,,4.084,0.001
0.071,112300.0,7.89,,4.084,0.001
0.151,93900.0,7.89,,4.084,0.001
0.092,100900.0,7.89,,4.084,0.001
0.095,89100.0,8.124,15.6,4.525,0.015
0.113,75900.0,8.124,15.6,4.525,0.015
0.099,84600.0,7.202999999999999,14.8,-2.206,0.008
0.051,121600.0,7.202999999999999,14.8,-2.206,0.008
0.081,116700.0,7.202999999999999,14.8,-2.206,0.008
0.078,98000.0,7.202999999999999,14.8,-2.206,0.008
0.13,78800.0,7.202999999999999,14.8,-2.206,0.008
0.075,99400.0,7.202999999999999,14.8,-2.206,0.008
0.053,94100.0,,,17.311,-0.001
0.081,77600.0,7.855,,-0.369,0.006999999999999999
0.138,81300.0,7.855,,-0.369,0.006999999999999999
0.057999999999999996,95900.0,7.855,,-0.369,0.006999999999999999
,,8.164,,,
0.14,52300.0,5.684,19.2,-1.2329999999999999,
0.10400000000000001,65400.0,5.684,19.2,-1.2329999999999999,
0.149,61300.0,5.684,19.2,-1.2329999999999999,
0.12300000000000001,57400.0,5.684,19.2,-1.2329999999999999,
0.107,62200.0,5.961,18.3,8.53,
0.109,71400.0,5.961,18.3,8.53,
0.083,82400.0,5.961,18.3,8.53,
0.153,61800.0,5.961,18.3,8.53,
0.141,74900.0,7.234,19.8,0.369,
0.126,72200.0,7.234,19.8,0.369,
0.132,104400.0,7.234,19.8,0.369,
0.152,63600.0,7.234,19.8,0.369,
0.18899999999999997,78300.0,7.234,19.8,0.369,
0.17800000000000002,66800.0,7.234,19.8,0.369,
0.14400000000000002,57200.0,7.234,19.8,0.369,
0.10300000000000001,102300.0,7.234,19.8,0.369,
0.162,60700.0,6.314,18.8,5.284,
0.121,56400.0,6.314,18.8,5.284,
0.09300000000000001,93800.0,6.314,18.8,5.284,
0.146,57600.0,6.314,18.8,5.284,
0.069,79600.0,6.314,18.8,5.284,
0.127,57600.0,6.193,20.1,-1.9069999999999998,
0.125,81000.0,6.193,20.1,-1.9069999999999998,
0.134,59700.0,6.193,20.1,-1.9069999999999998,
0.08,68700.0,6.193,20.1,-1.9069999999999998,
0.095,108900.0,6.193,20.1,-1.9069999999999998,
0.168,81900.0,6.193,20.1,-1.9069999999999998,
0.133,72300.0,6.193,20.1,-1.9069999999999998,
