id	absolute
40051	47.1
40053	
40055	
40057	
40059	
40061	47.1
40063	45.6
40065	45
40067	50.3
40069	46.9
40071	44.2
40073	50.5
40075	45.7
40077	45.6
40079	45.8
40081	45.8
40083	43.7
40085	47.2
40087	47.2
40089	42
40091	42.1
40093	56.2
40095	46.1
40097	43.1
40099	46.4
40101	41.3
40103	45.2
40105	46.3
40107	42.9
40109	40.4
40111	41.8
40113	41.2
40115	42.3
40117	47.5
40119	46
40121	43
40123	45.1
40125	41.6
40127	45.3
40129	
40131	44.7
40133	41.6
40135	42.7
40137	47.9
40139	49
40141	45.6
40143	40
40145	44.5
40147	41.5
40149	51
40151	52.7
40153	50.5
41001	46.2
41003	42.1
41005	43.2
41007	42.7
41009	42.4
41011	41.2
41013	43.6
41015	40.8
41017	42.2
41019	40.6
41021	
41023	49.7
41025	44
41027	45.6
41029	41
41031	35.6
41033	40.7
41035	41.4
41037	47.9
41039	39.7
41041	40.7
41043	39.5
41045	43.8
41047	40.9
41049	44.3
41051	39.1
41053	41.5
41055	
41057	41.9
41059	42.8
41061	44.9
41063	47.7
41065	43.2
41067	43.1
41069	
41071	41.6
42001	48.6
42003	42.8
42005	49.1
42007	44.7
42009	48
42011	44.3
42013	43.9
42015	49.1
42017	47.2
42019	48.6
42021	48.7
42023	45.9
42025	48.1
42027	47.3
42029	46.1
42031	50.8
42033	47
42035	47.5
42037	46.7
42039	45.1
42041	46.3
42043	40.1
42045	43.8
42047	48.7
42049	42.2
42051	44.7
42053	
42055	46.2
42057	47.2
42059	49.8
42061	46.9
42063	51.4
42065	48.9
42067	49.5
42069	45.8
42071	44.7
42073	44.4
42075	46.7
42077	43.9
42079	45.9
42081	45.4
42083	45.7
42085	43.2
42087	43.1
42089	44.3
42091	47
42093	43.9
42095	45
42097	48.5
42099	46.2
42101	37.1
42103	44.8
42105	50.8
42107	49.1
42109	47.3
42111	48.7
42113	
42115	49
42117	49.1
42119	48.8
42121	44.9
42123	44.4
42125	47.3
42127	48.1
42129	47.2
42131	47.5
42133	44.2
44001	45
44003	44.7
44005	41.3
44007	42.3
44009	44
45001	36.9
45003	37.5
45005	32.5
45007	36.9
45009	35
45011	35
45013	36.7
45015	39
45017	36
45019	36.7
45021	34.5
45023	34.9
45025	35.7
45027	36.2
45029	36.2
45031	35.3
45033	34.6
45035	39.3
45037	34.9
45039	32.7
45041	36.2
45043	35.8
45045	37
45047	35
45049	36.3
45051	36.7
45053	34.1
45055	37.9
45057	35.4
45059	36
45061	34.3
45063	39.3
45065	34
45067	34.6
45069	33.8
45071	37.3
45073	39.9
45075	35.3
45077	38.7
45079	34.4
45081	36.5
45083	37
45085	36.4
45087	34.5
45089	36.5
45091	36.9
46003	
46005	51.7
46007	
46009	56.3
46011	52.5
46013	51.4
46015	50
46017	
46019	51
46021	
46023	43.8
46025	
46027	49
46029	51.1
46031	
46033	46.1
46035	51.1
46037	54.4
46039	
46041	35.8
46043	
46045	
46047	48.1
46049	
46051	52.4
46053	54.2
46055	
46057	59.9
46059	
46061	
46063	
46065	45
46067	60.2
46069	
46071	
46073	
46075	
46077	58.8
46079	52.7
46081	49.6
46083	51.8
46085	
46087	57.2
46089	
46091	
46093	47.5
46095	
46097	
46099	47.8
46101	50.6
46103	43.3
46105	
46107	
46109	43.1
46111	
46113	23.7
46115	57.9
46117	
46119	
46121	24.3
46123	50.7
46125	55.6
46127	52.8
46129	46.7
46135	52.7
46137	
47001	39.2
47003	37.3
47005	39.2
47007	42.8
47009	38.3
47011	39.4
47013	38.3
47015	44.2
47017	40
47019	37.9
47021	39.4
47023	43
47025	39.8
47027	
47029	36.9
47031	40.2
47033	38.8
47035	41.1
47037	35.5
47039	45
47041	39.9
47043	40.5
47045	39
47047	34.5
47049	39.1
47051	39.4
47053	38.3
47055	43
47057	39.7
47059	38.5
47061	38.4
47063	38.2
47065	37
47067	
47069	37
47071	39.3
47073	37.7
47075	34.1
47077	40.1
47079	39.2
47081	38.6
47083	43.2
47085	39.1
47087	40.1
47089	38.6
47091	36.2
47093	37
47095	
47097	36.2
47099	41.2
47101	42.3
47103	43.1
47105	39.3
47107	39.4
47109	39.4
47111	43.2
47113	35.8
47115	40.5
47117	40.4
47119	37.2
47121	38.9
47123	38.9
47125	39
47127	
47129	39.3
47131	36.9
47133	42.1
47135	37.5
47137	
47139	39
47141	40.7
47143	40.4
47145	37.7
47147	40.7
47149	39.5
47151	39.5
47153	40.3
47155	37
47157	33
47159	42.5
47161	44
47163	37.7
47165	41
47167	37
47169	40.5
47171	38.4
47173	38.9
47175	
47177	39.1
47179	37
47181	45.3
47183	40.8
47185	39.6
47187	42.4
47189	41.3
48001	42.4
48003	57.2
48005	42.2
48007	45.8
48009	50
48011	
48013	46
48015	46.1
48017	48.1
48019	47
48021	41.7
48023	
48025	44.4
48027	39.6
48029	40.4
48031	48.3
48033	
48035	44.8
48037	39.1
48039	45.4
48041	41.1
48043	48.7
48045	
48047	46.9
48049	44
48051	44.4
48053	43.2
48055	41.1
48057	45.8
48059	49.9
48061	43.5
48063	41.7
48065	58.3
48067	44.8
48069	45.5
48071	46.2
48073	43.1
48075	43.2
48077	48.9
48079	
48081	
48083	46.4
48085	45.6
48087	
48089	47.4
48091	44.1
48093	48.4
48095	
48097	47.3
48099	43.1
48101	
48103	
48105	
48107	43.1
48109	
48111	49.7
48113	39.1
48115	45.1
48117	43.5
48119	
48121	44.9
48123	47.6
48125	
48127	45.5
48129	
48131	51.7
48133	47.3
48135	50.8
48137	
48139	42.5
48141	44.3
48143	47.7
48145	40.4
48147	43.2
48149	50.4
48151	
48153	43.6
48155	
48157	43.5
48159	44.4
48161	46.2
48163	45.1
48165	54.6
48167	41.6
48169	
48171	47.8
48173	
48175	47.2
48177	43.7
48179	48.8
48181	41.3
48183	43.5
48185	41.4
48187	41.3
48189	44.4
48191	
48193	47.7
48195	53.2
48197	
48199	46.3
48201	42.6
48203	42.4
48205	
48207	50.4
48209	40.7
48211	
48213	43.8
48215	44.1
48217	44.2
48219	46.7
48221	45.7
48223	44.6
48225	42.2
48227	47.9
48229	
48231	40.1
48233	49.4
48235	
48237	54
48239	48.2
48241	44.7
48243	
48245	41.5
48247	
48249	49.3
48251	46
48253	47.4
48255	47.6
48257	41.8
48259	46.7
48261	
48263	
48265	43.2
48267	
48269	
48271	
48273	44.7
48275	
48277	39.8
48279	46.8
48281	44.1
48283	45.7
48285	52
48287	47
48289	49.5
48291	45
48293	43.7
48295	
48297	48.8
48299	43.4
48301	
48303	40.3
48305	43.2
48307	48.6
48309	39
48311	
48313	40.5
48315	42.8
48317	
48319	
48321	46.2
48323	46.5
48325	44.8
48327	
48329	49.2
48331	44.6
48333	
48335	51.4
48337	50.8
48339	44.5
48341	46.4
48343	42.3
48345	
48347	41.5
48349	41.6
48351	41.3
48353	46.2
48355	42.4
48357	56.2
48359	
48361	45.6
48363	45.1
48365	46.3
48367	46.8
48369	47.8
48371	52.8
48373	43.8
48375	40.4
48377	53.5
48379	46.5
48381	46.5
48383	
48385	
48387	42.6
48389	52.4
48391	47.2
48393	
48395	42
48397	44.2
48399	46.9
48401	45.3
48403	46.9
48405	42.7
48407	42.8
48409	45
48411	
48413	
48415	49.2
48417	
48419	45.9
48421	
48423	41.3
48425	48.5
48427	47.6
48429	44.3
48431	
48433	
48435	
48437	45.5
48439	41
48441	43.7
48443	
48445	42.1
48447	
48449	43.3
48451	42.9
48453	38.7
48455	39.7
48457	45.3
48459	43.8
48461	
48463	43.8
48465	47.6
48467	44.5
48469	43.4
48471	41
48473	42
48475	53.4
48477	41.6
48479	44.7
48481	45.3
48483	
48485	43.1
48487	42.7
48489	44.5
48491	43.5
48493	45
48495	54.1
48497	48.3
48499	46.8
48501	54.3
48503	48.7
48505	47.8
48507	44.7
49001	52.1
49003	48.4
49005	50.3
49007	49.4
49009	
49011	47.9
49013	59
49015	50.5
49017	51.9
49019	46.1
49021	46
49023	51
49025	47.4
49027	51.1
49029	52.8
49031	
49033	
49035	45.7
49037	44.7
49039	50.2
49041	49.8
49043	55.6
49045	47.7
49047	54.5
49049	49.1
49051	52.7
49053	45.8
49055	
49057	44.4
50001	44.3
50003	42.6
50005	43.8
50007	42.7
50009	46.5
50011	44
50013	
50015	44.5
50017	45.2
50019	44.7
50021	44.5
50023	45.6
50025	44.3
50027	44.8
51001	38.9
51003	41.7
51005	
51007	41
51009	42.2
51011	37.1
51013	47.9
51015	42.9
51017	
51019	42.1
51021	46
51023	45.1
51025	36.8
51027	49.3
51029	36.9
51031	40
51033	38.4
51035	40.1
51036	
51037	41.2
51041	41.8
51043	45.4
51045	
51047	39.7
51049	
51051	49.8
51053	37.5
51057	41.2
51059	51.2
51061	42
51063	43
51065	40.1
51067	41.6
51069	42.6
51071	39.5
51073	41.6
51075	41.4
51077	42.5
51079	39.1
51081	
51083	38.4
51085	44.9
51087	41.3
51089	36.6
51091	
51093	38.3
51095	39.3
51097	
51099	41.1
51101	39.4
51103	39.7
51105	41.1
51107	48.4
51109	40
51111	36.3
51113	41
51115	45.9
51117	38.8
51119	43.7
51121	40.2
51125	41.6
51127	44.3
51131	37.4
51133	37.8
51135	37.4
51137	40.2
51139	42.7
51141	43.8
51143	40.5
51145	42.3
51147	36.4
51149	40.9
51153	42.8
51155	35.3
51157	44.8
51159	40.6
51161	43.7
51163	44.8
51165	44.6
51167	46.7
51169	43.3
51171	45.1
51173	39.8
51175	38.4
51177	42.6
51179	44.2
51181	40.7
51183	37.3
51185	43.5
51187	43.6
51191	42.1
51193	39.3
51195	43.2
51197	43
51199	42.4
51510	43.7
51515	40.2
51520	37.7
51530	41.5
51540	34.5
51550	39.4
51560	
51570	43.8
51580	41.1
51590	34.9
51595	34.6
51600	53.3
51610	47.3
51620	35.6
51630	37.7
51640	40
51650	37.4
51660	42.4
51670	37.9
51678	44.3
51680	36.8
51683	45
51685	45.1
51690	35
51700	36.3
51710	35
51720	
51730	33.7
51735	51
51740	35.8
51750	39.3
51760	30.9
51770	35.1
51775	42.6
51790	40.2
51800	36.1
51810	40.7
51820	39.3
51830	
51840	39.5
53001	47.7
53003	40.4
53005	45.2
53007	45.5
53009	40.4
53011	41.9
53013	
53015	40.4
53017	43.6
53019	40
53021	43.6
53023	
53025	44.4
53027	40.8
53029	45.3
53031	44.1
53033	43.8
53035	42.7
53037	46.5
53039	40.6
53041	43.4
53043	48.4
53045	41.9
53047	42
53049	42.5
53051	44.5
53053	42
53055	39.1
53057	44.2
53059	40.2
53061	44.2
53063	41.9
53065	43
53067	42.2
53069	
53071	43.5
53073	44.1
53075	50.4
53077	42.9
54001	46.3
54003	39.4
54005	44
54007	48.3
54009	43
54011	38.1
54013	50.8
54015	44.5
54017	
54019	43.3
54021	
54023	41.3
54025	43
54027	40.6
54029	40.5
54031	42.6
54033	41.9
54035	40.8
54037	39.3
54039	40.4
54041	46.4
54043	45.7
54045	44.9
54047	42.4
54049	45.1
54051	47
54053	41.7
54055	40.5
54057	43.9
54059	44.9
54061	43.2
54063	44.2
54065	42
54067	45.9
54069	41.8
54071	47.6
54073	49.7
54075	45.3
54077	47.3
54079	44.7
54081	44.5
54083	42.8
54085	43.2
54087	45.1
54089	39.9
54091	44.2
54093	
54095	50.8
54097	46.7
54099	41.2
54101	46.6
54103	44.3
54105	43.8
54107	39.1
54109	47.3
55001	39.4
55003	44.9
55005	49.1
55007	43.6
55009	46.2
55011	52.8
55013	45.5
55015	53.6
55017	48.6
55019	52.7
55021	47.5
55023	50.3
55025	42.4
55027	50.1
55029	51.1
55031	42.6
55033	48.6
55035	46.1
55037	
55039	48.3
55041	48.5
55043	51.5
55045	48
55047	50.9
55049	53
55051	
55053	46.1
55055	46.5
55057	48.4
55059	38.1
55061	49.6
55063	45.3
55065	54.3
55067	46
55069	48
55071	48.2
55073	49.9
55075	46.5
55077	43.7
55078	
55079	36.1
55081	47
55083	47.2
55085	45.6
55087	48.2
55089	49.7
55091	58.9
55093	53.8
55095	47.4
55097	48.1
55099	50.3
55101	39.6
55103	44.4
55105	41.2
55107	46.6
55109	50.1
55111	46.3
55113	42.1
55115	48.4
55117	46.3
55119	50.9
55121	50.9
55123	49.5
55125	44.3
55127	45.3
55129	46.1
55131	49.6
55133	47.8
55135	49.1
55137	46.4
55139	44.5
55141	48.5
56001	48.5
56003	53.2
56005	54.7
56007	49.4
56009	54.2
56011	61.7
56013	46.4
56015	48.8
56017	
56019	56.3
56021	45.2
56023	52.7
56025	49.5
56027	
56029	52.4
56031	54.1
56033	50.9
56035	
56037	53.1
56039	50.4
56041	50.3
56043	47.5
56045	52.6
