county id,commuting zone id,teenage br,mean parent income
22013,4002,0.239,43500
22015,4002,0.177,70000
22017,4002,0.222,64100
22019,3700,0.201,72800
22021,3901,0.223,51100
22023,3700,0.264,70500
22025,3201,0.268,42200
22027,4002,0.193,47100
22029,3202,0.248,42400
22031,4002,0.234,46200
22033,3500,0.164,81700
22035,3902,0.282,33500
22037,3500,0.232,55600
22039,3800,0.245,51400
22041,3901,0.252,39800
22043,3600,0.267,48500
22045,3800,0.215,66000
22047,3500,0.221,53800
22049,4003,0.205,55100
22051,3300,0.162,76300
22053,3700,0.205,57600
22055,3800,0.164,89900
22057,3400,0.185,66800
22059,3201,0.225,55100
22061,4003,0.182,67100
22063,3500,0.176,62500
22065,3203,0.256,38400
22067,3901,0.243,44700
22069,4002,0.258,47200
22071,3300,0.224,57800
22073,3901,0.193,64500
22075,3300,0.199,65700
22077,3500,0.228,58800
22079,3600,0.232,61600
22081,4002,0.233,46100
22083,3901,0.249,44100
22085,4004,0.247,50700
22087,3300,0.154,62900
22089,3300,0.161,77100
22091,3500,0.246,39000
22093,3300,0.17,60400
22095,3300,0.186,62400
22097,3800,0.235,53600
22099,3800,0.221,51000
22101,3400,0.224,57700
22103,3300,0.128,93500
22105,3500,0.188,52400
22107,3202,0.296,36600
22109,3400,0.22,70200
22111,3901,0.21,57700
22113,3800,0.191,60000
22115,3700,0.21,51500
22117,3300,0.23,45400
22119,4002,0.208,48700
22121,3500,0.185,61300
22123,3902,0.216,40400
22125,3500,0.167,66900
22127,4003,0.224,50600
23001,20100,0.115,66500
23003,20003,0.098,57500
23005,20100,0.075,109300
23007,20100,0.087,61600
23009,20001,0.086,66100
23011,20100,0.085,71800
23013,20001,0.105,70200
23015,20100,0.105,63300
23017,20100,0.113,56500
23019,20001,0.101,67500
23021,20001,0.121,54900
23023,20100,0.103,70600
23025,20100,0.136,55800
23027,20001,0.125,55000
23029,20002,0.117,49200
23031,20600,0.085,77700
24001,17501,0.146,73100
24003,11302,0.125,105600
24005,11302,0.121,110400
24009,11304,0.12,106700
24011,19902,0.177,58800
24013,11302,0.077,97400
24015,19800,0.138,76400
24017,11304,0.137,90400
24019,19902,0.207,55800
24021,11304,0.095,102900
24023,17501,0.13,62200
24025,11302,0.097,97200
24027,11302,0.058,151500
24029,19902,0.136,79600
24031,11304,0.06,175400
24033,11304,0.158,76200
24035,19902,0.125,93100
24037,11304,0.155,80100
24039,19901,0.208,47900
24041,19902,0.13,100500
24043,17400,0.158,73800
24045,19901,0.193,72400
24047,19901,0.169,62200
24510,11302,0.266,58800
25001,20500,0.059,93100
25003,20902,0.095,89100
25005,20401,0.099,84600
25007,20403,0.053,94100
25009,20500,0.084,123100
25011,20800,0.081,77600
25013,20800,0.138,81300
25015,20800,0.058,95900
25017,20500,0.048,164700
25019,20402,,
25021,20500,0.036,168400
25023,20500,0.071,112300
25025,20500,0.151,93900
25027,20500,0.092,100900
26001,12401,0.14,52300
26003,11401,0.107,62200
26005,12200,0.141,74900
26007,12401,0.104,65400
26009,12301,0.162,60700
26011,11900,0.127,57600
26013,21002,0.178,72100
26015,12100,0.114,83700
26017,11900,0.125,81000
26019,12301,0.121,56400
26021,13600,0.179,72800
26023,13700,0.158,70700
26025,12100,0.173,74500
26027,13600,0.182,64700
26029,12302,0.106,102600
26031,12302,0.128,59000
26033,11403,0.149,64000
26035,11800,0.151,58000
26037,11700,0.08,94100
26039,12402,0.149,57500
26041,11401,0.109,71400
26043,11402,0.113,79100
26045,11700,0.116,88200
26047,12302,0.088,92600
26049,11600,0.167,84700
26051,11900,0.134,59700
26053,21003,0.112,60500
26055,12301,0.093,93800
26057,11800,0.133,67700
26059,11500,0.156,66600
26061,21002,0.086,74200
26063,11900,0.08,68700
26065,11700,0.133,94100
26067,12200,0.126,72200
26069,12401,0.149,61300
26071,11402,0.081,59400
26073,11800,0.115,74000
26075,11500,0.165,81400
26077,12100,0.13,102700
26079,12301,0.146,57600
26081,12200,0.132,104400
26083,21002,,
26085,12001,0.19,42900
26087,11600,0.114,90500
26089,12301,0.069,79600
26091,11500,0.14,82100
26093,11600,0.057,127000
26095,11403,,
26097,11403,0.109,58500
26099,11600,0.073,101500
26101,12002,0.117,65500
26103,11401,0.083,82400
26105,12002,0.137,68400
26107,12001,0.121,68000
26109,11402,0.13,65400
26111,11900,0.095,108900
26113,12001,0.124,54300
26115,13501,0.127,92500
26117,12200,0.152,63600
26119,12402,0.134,54100
26121,12200,0.189,78300
26123,12200,0.178,66800
26125,11600,0.074,149700
26127,12200,0.144,57200
26129,12402,0.157,55200
26131,21003,0.079,54600
26133,12001,0.15,57600
26135,12402,0.156,53600
26137,12402,0.12,90900
26139,12200,0.103,102300
26141,12401,0.123,57400
26143,12402,0.147,53900
26145,11900,0.168,81900
26147,11600,0.118,85700
26149,13700,0.173,66900
26151,11600,0.11,65200
26153,11401,0.153,61800
26155,11600,0.127,79200
26157,11900,0.133,72300
26159,12100,0.155,67400
26161,11600,0.085,135300
26163,11600,0.175,82300
26165,12001,0.159,65500
27001,21600,0.108,62000
27003,21501,0.089,93400
27005,26701,0.11,61700
27007,26701,0.134,65000
27009,21400,0.082,82900
27011,26601,0.093,58100
27013,21301,0.081,82700
27015,21301,0.079,78400
27017,26002,0.1,72300
27019,21501,0.057,122700
27021,21600,0.186,52700
27023,27101,0.085,73400
27025,21501,0.094,83900
27027,26801,0.091,85200
27029,26701,0.156,45800
27031,26003,,
27033,27202,0.09,61000
27035,21600,0.111,77200
27037,21501,0.065,121700
27039,21701,0.108,118600
27041,26901,0.079,74400
27043,27302,0.077,60900
27045,21701,0.079,70400
27047,21702,0.132,66000
27049,21701,0.088,85900
27051,26901,0.044,61600
27053,21501,0.087,144200
27055,22900,0.045,83600
27057,26701,0.14,65900
27059,21501,0.103,75000
27061,21600,0.119,72200
27063,27202,0.095,62200
27065,21502,0.111,59000
27067,27101,0.109,79300
27069,26702,0.05,62200
27071,26004,0.092,73800
27073,27101,0.071,71900
27075,26002,0.107,70300
27077,26001,,
27079,21301,0.094,79400
27081,27102,0.049,56000
27083,27102,0.089,80000
27085,21201,0.099,80900
27087,26701,0.176,57100
27089,26703,0.091,70300
27091,27302,0.108,71200
27093,21201,0.096,74600
27095,21400,0.113,65100
27097,26902,0.103,60800
27099,21702,0.109,72500
27101,27202,0.079,61900
27103,21301,0.067,90900
27105,27202,0.1,69400
27107,26801,0.092,64000
27109,21701,0.073,117200
27111,26901,0.096,68900
27113,26703,0.094,71800
27115,21502,0.134,62100
27117,27102,0.084,62900
27119,26704,0.111,71100
27121,26901,0.076,72100
27123,21501,0.107,111500
27125,26703,0.076,53900
27127,21202,0.089,70500
27129,21202,0.098,69200
27131,21302,0.085,91000
27133,27102,0.111,67800
27135,26001,0.095,81600
27137,26002,0.099,77400
27139,21501,0.075,111000
27141,21400,0.088,91500
27143,21201,0.104,65600
27145,21400,0.073,87400
27147,21302,0.103,85400
27149,26901,0.052,83500
27151,27101,0.101,65600
27153,26902,0.112,56200
27155,26601,,
27157,21701,0.077,73400
27159,26902,0.096,60300
27161,21302,0.095,72700
27163,21501,0.055,122200
27165,21301,0.146,72600
27167,26801,0.1,69200
27169,22800,0.096,84700
27171,21501,0.091,88100
27173,27101,0.111,65500
28001,3202,0.219,58400
28003,5100,0.197,68000
28005,3101,0.184,46000
28007,3001,0.218,50800
28009,5201,,
28011,4800,0.259,39200
28013,5000,0.262,47300
28015,4701,0.251,43600
28017,5000,0.262,44500
28019,10502,0.27,40300
28021,3203,0.272,35300
28023,10400,0.23,44000
28025,10502,0.253,48500
28027,4702,0.311,39700
28029,3003,0.239,44400
28031,2900,0.271,43100
28033,5202,0.195,73400
28035,2900,0.197,62300
28037,3202,0.247,42800
28039,2700,0.249,50500
28041,2700,0.275,40000
28043,4701,0.207,51000
28045,2700,0.207,57200
28047,2700,0.214,61100
28049,3003,0.228,73400
28051,3001,0.278,32600
28053,3002,0.245,31200
28055,4800,,
28057,5000,0.223,52800
28059,2700,0.216,68000
28061,2800,0.233,50000
28063,3203,0.201,35500
28065,2900,0.286,36700
28067,2800,0.239,54100
28069,10400,0.212,39900
28071,4702,0.18,71300
28073,2900,0.205,54500
28075,10400,0.215,58700
28077,3102,0.23,47600
28079,3003,0.257,43600
28081,5000,0.24,68900
28083,4701,0.276,47700
28085,3102,0.223,67400
28087,10501,0.221,62100
28089,3003,0.17,88400
28091,3101,0.23,44800
28093,5202,0.286,42600
28095,5000,0.201,52300
28097,4701,0.24,39600
28099,10400,0.268,48400
28101,10400,0.223,44500
28103,10501,0.239,36700
28105,10502,0.198,56600
28107,4702,0.287,41800
28109,2700,0.235,50800
28111,2900,0.25,44100
28113,3101,0.235,48700
28115,5000,0.224,51900
28117,5100,0.221,54100
28119,4702,0.307,31200
28121,3003,0.172,78300
28123,3003,0.252,43000
28125,4800,0.229,38300
28127,3003,0.266,47500
28129,2800,0.245,45300
28131,2700,0.232,46000
28133,4800,0.304,36300
28135,4702,0.281,33300
28137,5202,0.239,52700
28139,5201,0.254,49200
28141,5100,0.183,51000
28143,5202,0.331,36600
28145,5201,0.196,59900
28147,3101,0.236,35000
28149,3203,0.226,63100
28151,4800,0.271,41400
28153,2800,0.232,49900
28155,10502,0.229,40900
28157,3101,0.225,38000
28159,10502,0.236,47300
28161,4702,0.229,43100
28163,3002,0.258,47000
29001,26107,0.128,71500
29003,29503,0.132,94600
29005,29505,0.121,68600
29007,24702,0.15,66900
29009,29800,0.226,53500
29011,29902,0.209,51300
29013,29502,0.176,57400
29015,29504,0.181,44900
29017,25701,0.205,48800
29019,29601,0.137,92400
29021,29503,0.205,62300
29023,25702,0.219,54900
29025,29503,0.161,59800
29027,29601,0.168,65600
29029,29602,0.161,60400
29031,25701,0.143,84400
29033,26102,0.136,53800
29035,25702,0.202,40700
29037,29502,0.142,79400
29039,29902,0.227,42600
29041,26103,0.13,53000
29043,29700,0.147,66700
29045,23600,0.144,54400
29047,29502,0.128,91100
29049,29503,0.141,68000
29051,29601,0.124,87100
29053,29601,0.13,58200
29055,24701,0.184,50300
29057,29902,0.161,49500
29059,29700,0.169,46600
29061,29503,0.184,47300
29063,29503,0.16,55200
29065,24500,0.21,49400
29067,29700,0.192,38100
29069,25800,0.244,46300
29071,24701,0.131,79100
29073,24701,0.146,66300
29075,29506,0.163,55200
29077,29700,0.147,80900
29079,26104,0.227,56700
29081,29506,0.191,47300
29083,29504,0.147,58600
29085,29700,,
29087,29505,0.106,49900
29089,29601,0.129,62700
29091,25102,0.204,50500
29093,24600,0.169,46100
29095,29502,0.191,76600
29097,29901,0.202,69000
29099,24701,0.138,73500
29101,29502,0.133,64400
29103,26107,,
29105,29700,0.196,52900
29107,29502,0.161,64300
29109,29800,0.203,49900
29111,25000,0.16,57300
29113,24701,0.15,69000
29115,26103,0.172,54600
29117,26102,0.156,69800
29119,30300,0.251,42700
29121,26101,0.166,57200
29123,24600,0.195,49100
29125,24500,0.181,52200
29127,25000,0.166,69600
29129,26104,,
29131,29602,0.218,49200
29133,25701,0.278,52500
29135,29601,0.155,61200
29137,26101,0.144,58400
29139,24702,0.174,57300
29141,29602,0.191,45100
29143,25701,0.25,46500
29145,29901,0.208,54700
29147,29505,0.084,62900
29149,25102,0.183,35600
29151,29601,0.095,67700
29153,25101,0.183,37200
29155,25800,0.318,40700
29157,24600,0.15,77800
29159,29504,0.19,61400
29161,24500,0.143,60700
29163,25000,0.192,59100
29165,29502,0.083,108900
29167,29700,0.165,53300
29169,24500,0.198,52700
29171,26105,,
29173,25000,0.173,62300
29175,26101,0.203,69400
29177,29502,0.182,68800
29179,24500,0.174,47100
29181,25702,0.222,40900
29183,24701,0.097,100800
29185,29504,0.188,42700
29186,24600,0.124,73300
29187,24600,0.192,61600
29189,24701,0.113,131800
29195,26102,0.165,54300
29197,26107,,
29199,26107,,
29201,25701,0.21,60800
29203,25102,0.225,33100
29205,26101,0.152,46600
29207,25701,0.174,53300
29209,29800,0.199,48400
29211,26105,0.181,49600
29213,29800,0.191,53700
29215,25102,0.22,42500
29217,29902,0.21,55800
29219,24701,0.144,72900
29221,24600,0.235,46400
29223,25702,0.259,42200
29225,29700,0.187,56100
29227,29506,,
29229,29700,0.202,43300
29510,24701,0.271,47400
30001,34401,0.131,67200
30003,34304,0.241,44700
30005,34201,0.201,45000
30007,34403,,
30009,34308,0.078,56900
30011,26401,,
30013,34203,0.137,69300
30015,34203,0.064,53800
30017,34305,0.11,60600
30019,26405,,
30021,26409,0.096,63000
30023,34404,0.147,59500
30025,26402,,
30027,34204,0.092,55500
30029,34503,0.118,68700
30031,34402,0.075,81200
30033,34306,,
30035,34202,0.267,41800
30037,34308,,
30039,34404,,
30041,34201,0.156,61100
30043,34403,0.077,71300
30045,34203,,
30047,34503,0.174,55100
30049,34403,0.1,75700
30051,34201,,
30053,34502,0.148,51400
30055,26406,,
30057,34402,,
30059,34309,,
30061,34504,,
30063,34504,0.107,77400
30065,34308,,
30067,34402,0.112,57200
30069,34204,,
30071,26408,0.112,48900
30073,34202,0.126,54900
30075,34307,,
30077,34404,0.133,55500
30079,34305,,
30081,34504,0.114,56600
30083,26411,0.09,56900
30085,26406,0.204,41200
30087,34307,0.159,61100
30089,34503,0.149,47700
30091,26407,,
30093,34404,0.115,72200
30095,34308,0.094,67400
30097,34402,,
30099,34203,0.073,51800
30101,34202,,
30103,34307,,
30105,26408,0.131,60300
30107,34309,,
30109,26409,,
30111,34308,0.13,81300
31001,27901,0.121,83700
31003,27801,0.078,57900
31005,28304,,
31007,27701,,
31009,28305,,
31011,27802,0.066,60900
31013,27701,0.125,75000
31015,27001,,
31017,27003,,
31019,28608,0.109,87500
31021,28002,0.126,58800
31023,27802,0.095,62800
31025,28202,0.122,79500
31027,27005,0.075,55100
31029,28607,,
31031,28304,0.137,51900
31033,27702,0.135,71300
31035,27901,0.077,63400
31037,27802,0.089,60900
31039,28002,0.107,64100
31041,28305,0.121,50000
31043,28001,0.183,67700
31045,27701,0.115,59100
31047,28609,0.175,56400
31049,28302,,
31051,28001,0.092,64300
31053,28202,0.091,78700
31055,28202,0.132,118600
31057,28606,,
31059,27902,0.066,62800
31061,28608,,
31063,28609,,
31065,28609,0.102,52600
31067,28101,0.113,64300
31069,28303,,
31071,27002,,
31073,28609,,
31075,28304,,
31077,27002,,
31079,27903,0.152,76900
31081,27903,0.099,64500
31083,28609,,
31085,28607,,
31087,28607,,
31089,27001,0.097,52500
31091,28304,,
31093,27903,0.154,51500
31095,28101,0.102,60700
31097,28102,,
31099,28608,0.084,60800
31101,28302,0.117,69600
31103,27003,,
31105,27702,,
31107,27005,0.111,51100
31109,28101,0.122,102200
31111,28306,0.127,77500
31113,28306,,
31115,27002,,
31117,28306,,
31119,27801,0.123,79300
31121,27903,0.108,63500
31123,27701,0.175,59300
31125,27802,,
31127,28102,0.119,71300
31129,29102,,
31131,28102,0.135,68400
31133,28102,,
31135,28302,,
31137,28609,0.115,71300
31139,27801,0.067,65300
31141,27802,0.108,74000
31143,27902,,
31145,28607,0.121,61000
31147,28102,0.121,59500
31149,27003,,
31151,28101,0.097,63100
31153,28202,0.104,89600
31155,28202,0.089,71400
31157,27701,0.166,62300
31159,28101,0.099,73800
31161,27704,0.119,49500
31163,28608,,
31165,27701,,
31167,27801,,
31169,29102,0.078,80700
31171,28305,,
31173,28002,0.24,46500
31175,27002,,
31177,28202,0.072,85400
31179,28001,0.069,67500
31181,27901,,
31183,27001,,
31185,27902,0.095,71900
32001,37604,0.177,71000
32003,37901,0.177,92200
32005,37400,0.108,97000
32007,37601,0.177,84400
32009,37901,,
32011,37601,,
32013,37602,0.209,75700
32015,37601,0.215,69800
32017,37901,,
32019,37604,0.195,64000
32021,37902,,
32023,37901,0.196,63500
32027,37602,,
32029,37604,,
32031,37604,0.138,102500
32033,37601,0.137,89700
32510,37604,0.148,81700
33001,20600,0.101,82400
33003,20600,0.07,72600
33005,20700,0.093,109100
33007,20301,0.116,68100
33009,20302,0.085,88600
33011,20600,0.079,114900
33013,20600,0.083,91600
33015,20600,0.062,109600
33017,20600,0.097,82800
33019,20302,0.117,69500
34001,19700,0.155,74700
34003,19600,0.032,179300
34005,19700,0.087,108500
34007,19700,0.133,91200
34009,19700,0.107,104200
34011,19700,0.203,66400
34013,19600,0.147,105200
34015,19700,0.088,89900
34017,19600,0.143,54300
34019,19600,0.033,193000
34021,19600,0.121,132300
34023,19600,0.068,109100
34025,19500,0.057,149600
34027,19600,0.031,198400
34029,19500,0.068,89100
34031,19600,0.133,81400
34033,19700,0.139,82100
34035,19600,0.042,221600
34037,19600,0.041,118700
34039,19600,0.103,123600
34041,19600,0.058,106500
35001,34901,0.173,78700
35003,34902,,
35005,30701,0.251,53000
35006,34901,0.233,46300
35007,34801,0.196,50900
35009,30901,0.244,58800
35011,30702,,
35013,30601,0.232,53700
35015,30701,0.238,62400
35017,30604,0.248,55600
35019,30702,,
35021,34803,,
35023,30604,0.242,56400
35025,30801,0.268,57600
35027,30602,0.168,55100
35028,34802,0.048,128400
35029,30604,0.325,37500
35031,35500,0.213,39200
35033,34801,,
35035,30602,0.198,53200
35037,34803,0.252,45600
35039,34802,0.212,51300
35041,30901,0.239,44800
35043,34901,0.169,70500
35045,35300,0.2,61600
35047,34801,0.234,41900
35049,34802,0.165,79800
35051,30603,0.158,39900
35053,34902,0.252,45400
35055,34802,0.172,47000
35057,34901,0.204,48500
35059,34804,,
35061,34901,0.213,55400
36001,18600,0.097,96100
36003,18201,0.137,57600
36005,19400,0.195,42700
36007,17900,0.098,79200
36009,18201,0.126,62800
36011,17700,0.104,67200
36013,16500,0.129,63100
36015,18100,0.145,71900
36017,17800,0.119,57700
36019,18400,0.106,70200
36021,18600,0.089,78300
36023,17700,0.101,64100
36025,17800,0.096,60100
36027,19300,0.076,101000
36029,18000,0.107,87500
36031,18400,0.104,58800
36033,18400,0.106,59000
36035,18500,0.137,60500
36037,18000,0.085,74700
36039,18600,0.081,65400
36041,18500,,
36043,17700,0.124,62500
36045,18300,0.128,63200
36047,19400,0.133,58600
36049,18300,0.087,57000
36051,18000,0.094,72300
36053,17700,0.094,73800
36055,18000,0.116,97100
36057,18500,0.119,61100
36059,19400,0.043,151500
36061,19400,0.136,244000
36063,18000,0.113,77100
36065,17700,0.108,72300
36067,17700,0.116,93300
36069,18000,0.081,81200
36071,19300,0.082,91800
36073,18000,0.122,71400
36075,17700,0.115,67900
36077,17800,0.087,66400
36079,19400,0.028,123700
36081,19400,0.1,59300
36083,18600,0.101,77700
36085,19400,0.066,97800
36087,19600,0.048,134000
36089,18300,0.115,63200
36091,18600,0.064,102300
36093,18600,0.095,91600
36095,18600,0.076,60400
36097,18100,0.141,57200
36099,18000,0.097,67200
36101,18100,0.122,73000
36103,19400,0.061,106000
36105,19300,0.126,62400
36107,17900,0.123,71600
36109,18100,0.081,84800
36111,19300,0.091,77100
36113,18600,0.093,78000
36115,18600,0.1,61400
36117,18000,0.112,76400
36119,19400,0.066,208600
36121,18000,0.083,70100
36123,18000,0.104,59000
37001,500,0.177,75000
37003,1100,0.175,60200
37005,602,0.171,56400
37007,900,0.219,45100
37009,601,0.188,58900
37011,1001,0.143,53600
37013,2100,0.19,60000
37015,2600,0.246,37800
37017,1500,0.205,45800
37019,1500,0.211,53700
37021,1203,0.152,76200
37023,1002,0.199,60300
37025,900,0.17,80800
37027,1100,0.217,57600
37029,2000,0.169,62300
37031,1900,0.148,60600
37033,500,0.187,54500
37035,1100,0.169,80600
37037,1701,0.167,62900
37039,1204,0.183,173500
37041,2000,0.233,51800
37043,1204,0.133,57700
37045,800,0.221,59500
37047,1500,0.236,51400
37049,1900,0.188,64900
37051,1400,0.187,60600
37053,2000,0.173,65600
37055,2100,0.122,64500
37057,500,0.192,64800
37059,401,0.147,82800
37061,1800,0.219,46900
37063,1701,0.163,83000
37065,1600,0.233,45700
37067,401,0.161,95800
37069,1701,0.211,54400
37071,800,0.196,69300
37073,2000,0.168,51800
37075,1202,0.223,48000
37077,1701,0.201,57500
37079,1900,0.236,48700
37081,500,0.151,108100
37083,2600,0.232,45300
37085,1701,0.203,60200
37087,1203,0.164,62600
37089,1203,0.134,80300
37091,2600,0.236,45200
37093,1400,0.271,40200
37095,2100,,
37097,1100,0.167,75200
37099,1202,0.144,61000
37101,1701,0.188,62100
37103,1900,0.242,44600
37105,1701,0.205,64400
37107,1900,0.224,61900
37109,800,0.185,68100
37111,1002,0.183,56400
37113,1201,0.155,72000
37115,1203,0.201,49700
37117,2100,0.214,48600
37119,900,0.142,112600
37121,1002,0.18,52300
37123,1400,0.257,46700
37125,1400,0.175,70600
37127,1600,0.172,70600
37129,1500,0.137,87600
37131,2600,0.232,40300
37133,1900,0.169,57500
37135,1701,0.08,135400
37137,1900,0.207,49300
37139,2000,0.206,58600
37141,1500,0.198,52700
37143,2000,0.191,45800
37145,1701,0.193,64600
37147,1900,0.193,76600
37149,700,0.149,66400
37151,500,0.202,64800
37153,1400,0.246,48500
37155,1400,0.269,44900
37157,500,0.184,63300
37159,900,0.184,69000
37161,800,0.197,57600
37163,1800,0.211,55700
37165,1400,0.235,51000
37167,900,0.16,73600
37169,401,0.139,68000
37171,401,0.167,64200
37173,1202,0.257,40900
37175,1203,0.156,66600
37177,2100,,
37179,900,0.159,71900
37181,1702,0.257,50100
37183,1701,0.1,128700
37185,1702,0.227,37100
37187,2100,0.202,54700
37189,1001,0.1,84800
37191,1800,0.194,61100
37193,601,0.184,64000
37195,1600,0.23,62200
37197,401,0.163,64500
37199,1002,0.149,50000
38001,26404,,
38003,26803,0.084,63100
38005,26301,0.248,36300
38007,26410,,
38009,26304,0.07,58100
38011,26403,,
38013,26412,,
38015,26201,0.074,103900
38017,26801,0.063,102500
38019,26702,,
38021,26802,,
38023,26412,,
38025,26410,,
38027,26302,,
38029,26203,,
38031,26302,,
38033,26409,,
38035,26704,0.102,85800
38037,26202,,
38039,26804,,
38041,26404,,
38043,26204,,
38045,26803,,
38047,26203,,
38049,26304,0.081,56800
38051,26203,,
38053,26411,,
38055,26201,0.097,65400
38057,26201,0.081,80400
38059,26201,0.084,70900
38061,26411,0.152,54800
38063,26301,,
38065,26201,,
38067,26702,0.088,85500
38069,26305,,
38071,26301,0.133,63400
38073,26802,0.054,72200
38075,26304,,
38077,26801,0.101,76000
38079,26303,0.261,42300
38081,26802,,
38083,26305,,
38085,26603,,
38087,26403,,
38089,26410,0.077,66700
38091,26704,,
38093,26803,0.101,75100
38095,26303,,
38097,26704,0.088,75000
38099,26702,0.116,63500
38101,26304,0.095,72700
38103,26305,,
38105,26412,0.108,69800
39001,12701,0.202,46700
39003,13400,0.193,75300
39005,16000,0.141,67200
39007,15200,0.15,60000
39009,15800,0.137,60600
39011,13400,0.123,79800
39013,15600,0.123,58200
39015,12701,0.179,54800
39017,12701,0.154,88400
39019,15000,0.138,59800
39021,12501,0.194,74200
39023,12501,0.195,70000
39025,12701,0.131,84500
39027,12502,0.169,66600
39029,16400,0.129,60900
39031,15000,0.17,59400
39033,16000,0.177,59400
39035,15200,0.156,88800
39037,12501,0.138,67300
39039,13502,0.16,80300
39041,15900,0.093,126800
39043,15100,0.151,78300
39045,15900,0.118,85800
39047,12502,0.198,60100
39049,15900,0.165,94100
39051,13501,0.121,71800
39053,15800,0.202,57200
39055,15200,0.046,113300
39057,12501,0.149,77200
39059,15400,0.171,53600
39061,12701,0.169,103400
39063,13300,0.137,84000
39065,13300,0.178,64600
39067,15000,0.149,48800
39069,13501,0.123,75200
39071,12502,0.2,52700
39073,15900,0.19,52600
39075,15000,0.093,66700
39077,15100,0.144,70700
39079,15700,0.19,59600
39081,15500,0.117,62100
39083,15900,0.148,65700
39085,15200,0.079,89900
39087,17100,0.181,52500
39089,15900,0.158,76800
39091,12501,0.171,72900
39093,15100,0.158,77300
39095,13501,0.169,86600
39097,15900,0.145,77000
39099,16400,0.144,74300
39101,16000,0.189,66400
39103,15200,0.07,98900
39105,15800,0.199,49100
39107,13400,0.11,71300
39109,12501,0.143,82300
39111,15600,0.16,52200
39113,12501,0.161,83400
39115,15400,0.198,48900
39117,16000,0.173,59800
39119,15400,0.176,62900
39121,15400,0.153,50500
39123,13501,0.122,73600
39125,13502,0.141,78300
39127,15400,0.2,54000
39129,15900,0.177,68300
39131,15700,0.206,52100
39133,15200,0.117,76600
39135,12501,0.173,64900
39137,13400,0.114,80800
39139,16000,0.186,70600
39141,15700,0.18,65400
39143,13300,0.169,67700
39145,15700,0.192,53800
39147,13300,0.151,66200
39149,12501,0.162,79900
39151,15000,0.136,76200
39153,15200,0.13,90000
39155,16400,0.139,70600
39157,15000,0.133,66800
39159,15900,0.149,77000
39161,13400,0.128,67200
39163,15700,0.238,46200
39165,12701,0.103,94400
39167,15300,0.141,63200
39169,15000,0.105,76900
39171,13502,0.178,72700
39173,13501,0.103,99600
39175,13300,0.141,65200
40001,30200,0.302,39400
40003,30502,,
40005,33901,0.227,40800
40007,31004,0.153,63700
40009,33801,0.229,52500
40011,30502,0.235,43900
40013,33902,0.201,49000
40015,33802,0.222,45500
40017,33803,0.133,77400
40019,33700,0.201,59800
40021,30200,0.233,46600
40023,34002,0.253,40800
40025,31006,,
40027,33803,0.14,83500
40029,33901,,
40031,33601,0.207,57700
40033,33601,0.218,52300
40035,30402,0.199,48000
40037,30402,0.209,57700
40039,33801,0.19,55300
40041,30300,0.249,43400
40043,30502,0.135,47600
40045,30501,,
40047,30502,0.177,64400
40049,33700,0.191,49300
40051,33802,0.174,58300
40053,30502,,
40055,33602,,
40057,33602,,
40059,30501,,
40061,30100,0.276,42200
40063,33901,0.254,41600
40065,33602,0.192,57700
40067,33601,0.194,43400
40069,33700,0.251,47800
40071,30402,0.193,66000
40073,33803,0.124,63700
40075,33602,0.23,39600
40077,30100,0.265,44100
40079,30100,0.252,44800
40081,33803,0.2,55000
40083,33803,0.2,52300
40085,33700,0.237,47800
40087,33803,0.178,60400
40089,34002,0.257,43500
40091,30200,0.207,42400
40093,30502,0.135,55400
40095,33700,0.2,43700
40097,30402,0.239,56900
40099,33700,0.21,50600
40101,30200,0.239,64100
40103,30401,0.168,59400
40105,29403,0.216,51200
40107,30403,0.3,41100
40109,33803,0.181,77100
40111,30403,0.224,51000
40113,30402,0.237,50800
40115,29901,0.218,46600
40117,30402,0.209,53100
40119,30401,0.142,69400
40121,30100,0.236,50200
40123,33901,0.19,56100
40125,33803,0.213,55200
40127,34002,0.232,38200
40129,33801,,
40131,30402,0.169,71100
40133,33803,0.277,41600
40135,30100,0.249,44800
40137,33601,0.182,59000
40139,31006,0.219,62800
40141,33603,0.286,38600
40143,30402,0.161,93400
40145,30402,0.18,66300
40147,29403,0.152,83400
40149,33801,0.169,47900
40151,30502,0.112,54000
40153,30501,0.18,63900
41001,39201,0.144,53000
41003,38901,0.064,103500
41005,38801,0.081,118300
41007,38700,0.125,68900
41009,38801,0.122,74300
41011,36902,0.13,62900
41013,39203,0.164,61900
41015,36901,0.14,59600
41017,39203,0.122,79700
41019,36902,0.157,61000
41021,39204,,
41023,39205,0.105,56800
41025,36502,0.179,48000
41027,38802,0.122,67700
41029,36800,0.128,70000
41031,39203,0.215,55200
41033,36800,0.138,54100
41035,36501,0.165,62900
41037,36503,0.111,57900
41039,38901,0.11,80300
41041,38902,0.128,61800
41043,38901,0.156,70500
41045,35802,0.179,59600
41047,38901,0.147,78100
41049,39100,0.186,58000
41051,38801,0.118,91000
41053,38901,0.135,77100
41055,38802,,
41057,38902,0.143,60100
41059,39100,0.188,64700
41061,39201,0.122,66800
41063,39202,0.142,76600
41065,38802,0.158,65400
41067,38801,0.083,121000
41069,39204,,
41071,38901,0.129,78300
42001,19200,0.119,72900
42003,16300,0.095,102600
42005,16300,0.104,65800
