county id,commuting zone id,teenage br,mean parent income
42007,16300,0.097,74600
42009,16200,0.123,57700
42011,19100,0.12,89100
42013,16200,0.118,69900
42015,18900,0.129,66700
42017,19700,0.057,123500
42019,16300,0.078,86500
42021,16200,0.091,64900
42023,18202,0.124,66500
42025,19000,0.099,65700
42027,16100,0.073,89700
42029,19700,0.065,158700
42031,16500,0.08,67400
42033,16100,0.111,60000
42035,18900,0.148,62600
42037,18800,0.091,72300
42039,16500,0.111,66000
42041,19200,0.083,101100
42043,19200,0.143,81500
42045,19700,0.091,129700
42047,18202,0.076,79100
42049,16500,0.137,78600
42051,16300,0.131,59900
42053,16500,,
42055,17400,0.132,75200
42057,17400,0.121,57300
42059,16300,0.12,60700
42061,16100,0.129,60600
42063,16300,0.087,69600
42065,16100,0.098,62600
42067,19200,0.105,67800
42069,18800,0.081,83800
42071,19100,0.106,89400
42073,16400,0.101,69100
42075,19100,0.122,80400
42077,19000,0.111,95000
42079,18800,0.091,78600
42081,18900,0.135,69100
42083,18201,0.124,64900
42085,16400,0.113,66400
42087,19200,0.147,59800
42089,18800,0.081,75700
42091,19700,0.061,139900
42093,18700,0.098,99800
42095,19000,0.101,94700
42097,18700,0.112,61200
42099,19200,0.128,69700
42101,19700,0.215,52100
42103,18800,0.075,72400
42105,18201,0.132,72200
42107,19100,0.097,67200
42109,18700,0.097,68000
42111,16200,0.099,60600
42113,18900,,
42115,17900,0.114,59700
42117,18100,0.123,58700
42119,18700,0.08,78800
42121,16500,0.12,64500
42123,16500,0.104,73300
42125,16300,0.077,84000
42127,18800,0.081,66700
42129,16300,0.07,85500
42131,18800,0.097,68900
42133,19200,0.125,87500
44001,20401,0.051,121600
44003,20401,0.081,116700
44005,20401,0.078,98000
44007,20401,0.13,78800
44009,20401,0.075,99400
45001,8300,0.191,52200
45003,8401,0.186,73200
45005,8201,0.278,35800
45007,8300,0.223,65300
45009,8201,0.219,44900
45011,8201,0.245,49100
45013,8800,0.202,80700
45015,8202,0.194,55700
45017,8100,0.249,53700
45019,8202,0.186,82600
45021,700,0.274,63200
45023,900,0.26,49000
45025,1301,0.237,52800
45027,8000,0.237,40600
45029,8202,0.245,42800
45031,1302,0.226,55500
45033,1302,0.265,42300
45035,8202,0.171,66000
45037,8401,0.224,50600
45039,8100,0.265,48300
45041,1302,0.201,63000
45043,1302,0.209,57500
45045,8300,0.154,88500
45047,8300,0.229,61700
45049,8201,0.257,43200
45051,1302,0.194,58900
45053,8800,0.281,44500
45055,8000,0.189,60500
45057,900,0.217,54800
45059,8300,0.242,52600
45061,8000,0.228,36100
45063,8100,0.142,81200
45065,8300,0.209,46500
45067,1302,0.212,37700
45069,1301,0.264,37800
45071,8100,0.215,55400
45073,8300,0.188,62800
45075,8100,0.236,47900
45077,8300,0.177,71400
45079,8100,0.171,75200
45081,8100,0.252,47900
45083,700,0.202,73700
45085,8000,0.218,52900
45087,700,0.245,49200
45089,1302,0.224,37800
45091,900,0.182,78100
46003,27006,,
46005,27007,0.099,66700
46007,27704,,
46009,27005,0.085,50400
46011,26501,0.07,85200
46013,26605,0.101,85600
46015,27009,0.112,63500
46017,27009,,
46019,27601,0.122,53600
46021,26604,,
46023,27008,0.138,49200
46025,26504,,
46027,26503,0.073,79200
46029,26504,0.11,75800
46031,26603,,
46033,27601,0.11,59800
46035,27006,0.088,77200
46037,26602,0.105,49500
46039,26504,,
46041,27602,0.233,39900
46043,27008,,
46045,26605,,
46047,27601,0.144,61800
46049,26605,,
46051,26601,0.123,67800
46053,27004,0.101,48400
46055,27603,,
46057,26504,0.122,57400
46059,27010,,
46061,27006,,
46063,26401,,
46065,27011,0.094,79000
46067,27008,0.041,67700
46069,27010,,
46071,27603,,
46073,27007,,
46075,27604,,
46077,26501,0.097,58800
46079,26502,0.085,71000
46081,27601,0.101,73700
46083,26503,0.092,75900
46085,27009,,
46087,26503,0.075,59700
46089,26605,,
46091,26602,,
46093,27601,0.135,60700
46095,27605,,
46097,26502,,
46099,26503,0.1,103300
46101,26501,0.097,64100
46103,27601,0.156,76800
46105,26404,,
46107,27012,,
46109,26602,0.227,49400
46111,27006,,
46113,27704,0.257,34000
46115,26605,0.12,58300
46117,27011,,
46119,27011,,
46121,27605,0.337,31400
46123,27004,0.119,49100
46125,26503,0.087,61300
46127,28001,0.12,100400
46129,26604,0.17,51000
46135,27005,0.107,75900
46137,27602,,
47001,302,0.137,79600
47003,5700,0.228,61300
47005,5800,0.184,49000
47007,6402,0.192,46200
47009,302,0.155,71200
47011,6502,0.188,70700
47013,302,0.234,45000
47015,5600,0.155,56800
47017,5800,0.203,52400
47019,100,0.181,50600
47021,5600,0.184,72000
47023,4901,0.191,51800
47025,301,0.215,45400
47027,5402,,
47029,200,0.236,43000
47031,5700,0.171,67400
47033,4901,0.235,48000
47035,6402,0.212,51700
47037,5600,0.201,96800
47039,4903,0.181,49000
47041,6301,0.225,51300
47043,5800,0.185,72100
47045,4902,0.216,62700
47047,5202,0.257,50000
47049,6402,0.198,42400
47051,5700,0.194,66700
47053,4901,0.228,58300
47055,5500,0.213,66500
47057,200,0.211,44200
47059,100,0.198,61200
47061,6401,0.233,40200
47063,200,0.206,62700
47065,6401,0.178,84400
47067,301,,
47069,4901,0.249,44400
47071,5100,0.223,51400
47073,100,0.174,54600
47075,4902,0.289,43900
47077,4903,0.211,55000
47079,5800,0.232,59300
47081,5500,0.218,54400
47083,5900,0.246,58900
47085,5800,0.182,62700
47087,6302,0.196,43000
47089,200,0.193,57300
47091,1001,0.182,41700
47093,302,0.154,96900
47095,4902,,
47097,4902,0.292,43700
47099,6200,0.199,54400
47101,5500,0.202,50300
47103,6000,0.178,60300
47105,302,0.175,64000
47107,6502,0.203,58000
47109,5100,0.221,49200
47111,5600,0.198,46400
47113,4901,0.206,75400
47115,6401,0.22,51400
47117,5500,0.187,72300
47119,5500,0.197,77900
47121,6502,0.231,53200
47123,6502,0.236,51600
47125,5900,0.189,63500
47127,5700,,
47129,302,0.208,45900
47131,25300,0.216,65400
47133,6302,0.138,48200
47135,4903,0.202,48300
47137,6302,,
47139,6502,0.205,55300
47141,6302,0.172,66900
47143,6402,0.243,52300
47145,302,0.176,61000
47147,5600,0.201,67500
47149,5600,0.177,80700
47151,4602,0.211,42800
47153,6401,0.25,45600
47155,200,0.188,59700
47157,5202,0.215,82600
47159,5600,0.198,58900
47161,5900,0.163,49700
47163,100,0.156,78100
47165,5600,0.165,82600
47167,5202,0.213,60100
47169,5600,0.23,52400
47171,100,0.174,59100
47173,302,0.216,42100
47175,6301,,
47177,6301,0.227,59700
47179,100,0.161,72600
47181,6200,0.168,47700
47183,25300,0.183,61500
47185,6301,0.225,53000
47187,5600,0.066,173700
47189,5600,0.161,82400
48001,33300,0.251,58300
48003,31401,0.265,59600
48005,32201,0.236,65400
48007,31700,0.212,58700
48009,32601,0.138,58700
48011,30903,,
48013,31301,0.241,50300
48015,32000,0.166,76200
48017,30902,0.267,55000
48019,31301,0.144,64500
48021,31201,0.184,61600
48023,32603,,
48025,31302,0.291,49300
48027,32900,0.2,62500
48029,31301,0.214,69000
48031,31201,0.146,62100
48033,32401,,
48035,32801,0.196,58600
48037,33500,0.22,65500
48039,31900,0.187,81800
48041,31800,0.203,79800
48043,31404,0.208,52600
48045,30906,,
48047,31700,0.278,34100
48049,32701,0.24,57700
48051,31800,0.224,57700
48053,31202,0.2,62500
48055,31201,0.254,50800
48057,31101,0.285,64700
48059,32501,0.187,51000
48061,31600,0.25,41900
48063,33500,0.283,57900
48065,30904,0.117,67600
48067,33500,0.223,53300
48069,30902,0.266,44900
48071,32000,0.209,72300
48073,33300,0.252,52200
48075,32502,0.274,45200
48077,32601,0.207,57900
48079,30802,,
48081,32301,,
48083,32701,0.251,44000
48085,33100,0.09,157900
48087,30905,,
48089,31102,0.181,62400
48091,31301,0.157,82500
48093,32702,0.222,52700
48095,32302,,
48097,33100,0.206,63100
48099,32900,0.178,56700
48101,32502,,
48103,31401,,
48105,31403,,
48107,30802,0.315,45200
48109,30605,,
48111,31007,0.233,61500
48113,33100,0.198,98600
48115,32401,0.303,48100
48117,30903,0.298,46800
48119,33200,,
48121,33100,0.117,113400
48123,31101,0.218,60300
48125,32503,,
48127,31501,0.295,36000
48129,30906,,
48131,31700,0.288,43800
48133,32501,0.224,48300
48135,31401,0.271,60400
48137,32304,,
48139,33100,0.213,73000
48141,30601,0.216,52300
48143,32702,0.185,65100
48145,32801,0.269,47400
48147,33902,0.208,55600
48149,31102,0.141,83500
48151,32402,,
48153,30908,0.293,46500
48155,32604,,
48157,32000,0.12,116800
48159,33500,0.213,56300
48161,32802,0.201,58500
48163,31502,0.287,39800
48165,30801,0.25,51900
48167,32000,0.179,80400
48169,30802,,
48171,31303,0.159,65100
48173,32401,,
48175,31101,0.214,57100
48177,31103,0.278,46100
48179,30904,0.211,71000
48181,33902,0.2,68500
48183,33400,0.199,73500
48185,31800,0.235,48400
48187,31301,0.194,66100
48189,30908,0.294,50100
48191,30906,,
48193,32702,0.205,50100
48195,31005,0.159,62800
48197,32604,,
48199,32100,0.174,71500
48201,32000,0.179,93000
48203,33400,0.221,56100
48205,31007,,
48207,32503,0.212,50200
48209,31201,0.18,79400
48211,30904,,
48213,33300,0.235,54200
48215,31600,0.265,41600
48217,32801,0.219,52100
48219,30802,0.275,58400
48221,33000,0.15,85400
48223,33200,0.213,57000
48225,32201,0.226,50500
48227,32401,0.256,61500
48229,30601,,
48231,33200,0.22,60200
48233,30904,0.2,73300
48235,32301,,
48237,32602,0.276,49300
48239,31101,0.242,68000
48241,32100,0.239,52800
48243,31404,,
48245,32100,0.201,73800
48247,31503,,
48249,31700,0.245,56500
48251,33000,0.198,69100
48253,32501,0.227,47200
48255,31302,0.254,59600
48257,33100,0.21,63500
48259,31301,0.11,98600
48261,31700,,
48263,32403,,
48265,31303,0.201,62600
48267,32303,,
48269,32503,,
48271,32305,,
48273,31700,0.225,55000
48275,32503,,
48277,33200,0.231,57500
48279,30902,0.26,49900
48281,32900,0.198,58900
48283,31502,0.306,36300
48285,31101,0.161,66200
48287,31201,0.181,60400
48289,32802,0.201,54800
48291,32000,0.228,60700
48293,32802,0.247,54000
48295,31005,,
48297,31301,0.175,60800
48299,31202,0.191,50200
48301,31402,,
48303,30802,0.245,68900
48305,30802,0.288,45800
48307,32302,0.259,48600
48309,32801,0.232,66600
48311,31301,,
48313,32201,0.223,51600
48315,33400,0.289,38200
48317,31401,,
48319,31304,,
48321,31900,0.232,63000
48323,32306,0.252,31800
48325,31301,0.211,54400
48327,32303,,
48329,31401,0.219,92400
48331,31201,0.24,52300
48333,32701,,
48335,32403,0.25,51000
48337,33000,0.2,51800
48339,32000,0.146,105300
48341,31007,0.277,59300
48343,33500,0.231,48800
48345,30907,,
48347,32202,0.209,63000
48349,32802,0.245,55200
48351,32100,0.295,45000
48353,32402,0.293,48900
48355,31700,0.219,64300
48357,31005,0.181,63800
48359,30903,,
48361,32100,0.193,68700
48363,33000,0.246,54300
48365,33400,0.225,58900
48367,33000,0.156,80900
48369,30901,0.242,49000
48371,31403,0.279,51700
48373,32100,0.242,47600
48375,30903,0.293,58900
48377,31404,0.277,33400
48379,33200,0.182,53200
48381,30903,0.153,99200
48383,32401,,
48385,32304,,
48387,33200,0.2,45900
48389,31402,0.328,43700
48391,31700,0.253,59500
48393,30904,,
48395,31800,0.269,49700
48397,33100,0.122,121700
48399,32302,0.223,54500
48401,33400,0.212,59300
48403,32202,0.239,45100
48405,32202,0.245,36400
48407,32000,0.213,45900
48409,31700,0.252,55900
48411,32701,,
48413,32301,,
48415,32403,0.242,62600
48417,32501,,
48419,32202,0.249,48400
48421,31006,,
48423,33300,0.189,76900
48425,33000,0.168,76500
48427,31600,0.299,28600
48429,32501,0.239,54200
48431,32301,,
48433,32503,,
48435,32304,,
48437,30908,0.307,45900
48439,33000,0.18,96600
48441,32501,0.212,65300
48443,32305,,
48445,30801,0.314,56800
48447,32602,,
48449,33500,0.245,61900
48451,32301,0.23,64900
48453,31201,0.165,123900
48455,32201,0.24,44500
48457,32100,0.241,49500
48459,33400,0.207,51200
48461,31401,,
48463,32304,0.258,47800
48465,32305,0.249,43800
48467,33300,0.196,59700
48469,31101,0.231,72900
48471,32201,0.208,61500
48473,32000,0.228,55800
48475,31402,0.25,58100
48477,32000,0.173,74200
48479,31503,0.264,51000
48481,31900,0.252,60700
48483,30905,,
48485,32601,0.207,73800
48487,32604,0.311,80000
48489,31600,0.275,33900
48491,31201,0.122,99500
48493,31301,0.171,60400
48495,31402,0.296,54700
48497,33000,0.184,66600
48499,33300,0.207,54700
48501,30801,0.221,63700
48503,32602,0.211,54400
48505,31503,0.292,44600
48507,31501,0.365,26200
49001,35901,0.173,62300
49003,36200,0.131,78000
49005,36200,0.088,88500
49007,35902,0.156,76500
49009,36404,,
49011,36100,0.094,110100
49013,36402,0.185,56800
49015,35902,0.136,76300
49017,35904,0.133,58600
49019,35903,0.156,55900
49021,35901,0.145,64100
49023,36000,0.183,63900
49025,35401,0.123,137600
49027,36000,0.153,66800
49029,36100,0.1,93100
49031,35904,,
49033,36404,,
49035,36100,0.118,102300
49037,35402,0.149,60200
49039,35902,0.149,64600
49041,35904,0.16,69200
49043,36100,0.06,142600
49045,36100,0.155,76100
49047,36402,0.186,67400
49049,36000,0.101,113200
49051,36100,0.11,98000
49053,35901,0.133,82400
49055,35905,,
49057,36100,0.149,87400
50001,20200,0.064,77100
50003,20902,0.113,75900
50005,20301,0.087,61900
50007,20200,0.064,106400
50009,20301,0.13,48300
50011,20200,0.107,63400
50013,20200,,
50015,20200,0.082,69900
50017,20302,0.088,60900
50019,20301,0.1,58900
50021,20200,0.078,72100
50023,20302,0.075,75900
50025,20700,0.078,70800
50027,20302,0.082,84300
51001,19903,0.233,44300
51003,17600,0.085,117400
51005,17300,,
51007,2400,0.163,58200
51009,2300,0.162,61900
51011,2300,0.164,55100
51013,11304,0.087,134200
51015,17300,0.159,70100
51017,17300,,
51019,2300,0.117,84300
51021,11201,0.139,62400
51023,16600,0.098,82300
51025,2200,0.236,45200
51027,11201,0.146,53800
51029,17600,0.182,52900
51031,2300,0.167,59800
51033,11301,0.182,61800
51035,602,0.172,50100
51036,2400,,
51037,2200,0.182,46900
51041,2400,0.096,107600
51043,17502,0.164,99500
51045,16600,,
51047,17600,0.164,73500
51049,2200,,
51051,11203,0.127,47200
51053,2400,0.166,71000
51057,11303,0.219,58800
51059,11304,0.052,164700
51061,11304,0.099,111300
51063,16600,0.161,55900
51065,17600,0.128,67100
51067,16600,0.174,60200
51069,17502,0.153,82400
51071,16600,0.187,57800
51073,2500,0.14,68500
51075,2400,0.096,126900
51077,602,0.158,50000
51079,17600,0.156,59300
51081,2600,,
51083,2200,0.192,54200
51085,2400,0.081,97500
51087,2400,0.099,120800
51089,402,0.21,52300
51091,17300,,
51093,2500,0.162,71400
51095,2500,0.124,111600
51097,2400,,
51099,11301,0.181,85400
51101,2400,0.153,72400
51103,11303,0.19,61300
51105,11203,0.178,48800
51107,11304,0.065,145100
51109,17600,0.178,62100
51111,2200,0.208,48000
51113,17600,0.131,69900
51115,2500,0.102,62000
51117,2200,0.199,51100
51119,2500,0.141,58900
51121,16600,0.103,80800
51125,17300,0.157,59800
51127,2400,0.118,79500
51131,19903,0.226,45700
51133,11303,0.189,52500
51135,2200,0.191,52400
51137,17600,0.176,71400
51139,17200,0.189,51800
51141,402,0.147,50500
51143,500,0.187,52400
51145,2400,0.081,83900
51147,2200,0.175,53700
51149,2400,0.153,71200
51153,11304,0.116,101100
51155,16600,0.175,63600
51157,11304,0.108,82900
51159,11303,0.133,56200
51161,16600,0.108,101100
51163,17300,0.143,58800
51165,17200,0.154,78700
51167,11201,0.143,50100
51169,100,0.156,60800
51171,17200,0.145,63100
51173,100,0.193,57100
51175,2500,0.159,57300
51177,11301,0.128,89000
51179,11301,0.104,103200
51181,2500,0.164,52100
51183,2400,0.243,49100
51185,11201,0.144,67100
51187,11304,0.155,71300
51191,100,0.145,65800
51193,11303,0.223,49900
51195,11203,0.166,57400
51197,11201,0.168,59300
51199,2500,0.079,105900
51510,11304,0.13,125600
51515,2300,0.188,59800
51520,100,0.168,64700
51530,17300,0.188,51400
51540,17600,0.174,94400
51550,2000,0.146,77900
51560,17300,,
51570,2400,0.113,80900
51580,17300,0.155,62100
51590,500,0.212,64900
51595,2600,0.246,44500
51600,11304,0.046,142100
51610,11304,0.044,162600
51620,2500,0.181,74600
51630,11301,0.179,76300
51640,602,0.164,60500
51650,2500,0.184,59200
51660,17200,0.132,90000
51670,2400,0.206,61100
51678,17300,0.084,80600
51680,2300,0.168,81600
51683,11304,0.136,96400
51685,11304,0.111,112400
51690,402,0.2,65900
51700,2500,0.197,60500
51710,2000,0.246,52800
51720,11203,,
51730,2400,0.24,52100
51735,2500,0.066,105100
51740,2000,0.247,48900
51750,16600,0.118,86600
51760,2400,0.281,49400
51770,16600,0.213,71100
51775,16600,0.123,82300
51790,17300,0.127,69200
51800,2000,0.202,68000
51810,2000,0.12,85500
51820,17300,0.164,70800
51830,2500,,
51840,17502,0.13,87300
53001,38501,0.18,60100
53003,38401,0.159,67900
53005,39100,0.135,93000
53007,38502,0.138,77300
53009,39303,0.13,68800
53011,38801,0.121,93900
53013,39100,,
53015,38700,0.139,75800
53017,38502,0.149,71800
53019,38602,0.186,49500
53021,39100,0.202,71300
53023,38401,,
53025,38501,0.185,64900
53027,38700,0.148,63300
53029,39400,0.109,75600
53031,39303,0.124,83400
53033,39400,0.077,140400
53035,39400,0.108,89200
53037,39000,0.105,78100
53039,38802,0.153,59100
53041,39400,0.152,67600
53043,38601,0.12,62800
53045,39400,0.15,65700
53047,38602,0.144,58200
53049,38700,0.141,56900
53051,38601,0.148,52100
53053,39400,0.126,84800
53055,39301,0.052,195100
53057,39400,0.134,78400
53059,38801,0.169,61000
53061,39400,0.095,93700
53063,38601,0.114,82000
53065,38602,0.142,57400
53067,39400,0.103,81600
53069,38700,,
53071,39100,0.154,70400
53073,39302,0.096,84800
53075,38402,0.057,77600
53077,39000,0.2,64000
54001,16701,0.148,46400
54003,17400,0.195,64800
54005,16901,0.171,60500
54007,16802,0.138,53500
54009,15500,0.097,65700
54011,17100,0.164,74700
54013,16902,0.143,47600
54015,16901,0.166,46000
54017,16702,,
54019,16801,0.178,53300
54021,16802,,
54023,17501,0.16,52800
54025,16801,0.14,56400
54027,17502,0.166,49600
54029,15500,0.142,70700
54031,17501,0.15,52000
54033,16702,0.145,66500
54035,15300,0.152,58700
54037,17400,0.144,73100
54039,16901,0.154,80500
54041,16703,0.151,53200
54043,16901,0.186,47300
54045,16901,0.163,55700
54047,11202,0.218,42400
54049,16702,0.111,65300
54051,15600,0.14,63900
54053,15800,0.117,60700
54055,11201,0.146,62500
54057,17501,0.14,54500
54059,17000,0.17,53000
54061,16702,0.106,86500
54063,16600,0.145,50800
54065,17400,0.188,55500
54067,16802,0.129,56300
54069,15600,0.104,90400
54071,17200,0.135,51000
54073,15300,0.123,64000
54075,16701,0.15,41500
54077,16702,0.117,52900
54079,16901,0.122,90900
54081,16801,0.161,67900
54083,16701,0.154,55100
54085,15300,0.153,45900
54087,16902,0.151,47500
54089,16801,0.171,45800
54091,16702,0.116,48200
54093,16701,,
54095,15600,0.116,64100
54097,16703,0.156,52600
54099,17100,0.172,52900
54101,16802,0.125,56100
54103,15600,0.139,61500
54105,15300,0.173,48100
54107,15300,0.152,72200
54109,11202,0.161,55300
55001,22700,0.21,50600
55003,21001,0.112,60400
55005,21101,0.115,76900
55007,21001,0.106,64400
55009,22601,0.095,104100
55011,22800,0.099,64600
55013,21102,0.142,56400
55015,22500,0.059,85100
55017,22800,0.112,70900
55019,22700,0.102,66300
55021,23100,0.093,79900
55023,23000,0.12,62100
55025,23100,0.078,118900
55027,24100,0.106,80800
55029,22601,0.081,78900
55031,26002,0.136,67700
55033,22800,0.098,73100
55035,22800,0.093,90100
55037,11402,,
55039,22500,0.094,86100
55041,21004,0.191,54800
55043,23000,0.1,65100
55045,23000,0.083,85300
55047,22500,0.097,76500
55049,23100,0.09,65500
55051,21003,,
55053,22800,0.13,60100
55055,24100,0.104,83000
55057,22900,0.155,66200
55059,24000,0.149,85400
55061,22601,0.099,75000
55063,22900,0.085,90900
55065,23000,0.103,62300
55067,22602,0.148,65600
55069,22700,0.099,72700
55071,22400,0.101,84600
55073,22700,0.086,89300
55075,11402,0.117,69300
55077,23100,0.118,63000
55078,22602,,
55079,24100,0.2,79400
55081,22900,0.135,69900
55083,22601,0.103,69900
55085,21004,0.094,82100
55087,22500,0.089,101900
55089,24100,0.04,173600
55091,22800,0.083,70600
55093,21501,0.07,86600
55095,21102,0.105,73900
55097,22700,0.105,84800
55099,21001,0.078,65000
55101,24000,0.15,95600
55103,23100,0.094,72700
55105,24000,0.148,85400
55107,21101,0.111,60800
55109,21501,0.078,101800
55111,23100,0.109,83600
55113,21101,0.207,58700
55115,22602,0.121,68700
55117,22400,0.106,94100
55119,22700,0.088,69700
55121,22800,0.104,66500
55123,22900,0.103,65400
55125,21004,0.104,63000
55127,24000,0.123,87700
55129,21101,0.113,59000
55131,24100,0.072,104500
55133,24100,0.055,137200
55135,22500,0.116,79200
55137,22500,0.144,60000
55139,22500,0.093,97700
55141,22700,0.084,90500
56001,28704,0.095,92500
56003,34301,0.13,55800
56005,34601,0.137,90400
56007,34602,0.162,66400
56009,34603,0.174,68700
56011,34601,0.135,68400
56013,34303,0.179,60500
56015,27703,0.156,54900
56017,34302,,
56019,34304,0.108,63300
56021,27702,0.157,79300
56023,36404,0.117,68600
56025,34603,0.157,83300
56027,34604,,
56029,34301,0.105,71800
56031,27703,0.143,62200
56033,34304,0.131,93500
56035,36404,,
56037,36404,0.174,88700
56039,36303,0.068,461800
56041,36404,0.167,77500
56043,34302,0.162,75800
56045,34601,0.164,67600
